"tabela","coluna","tipo","valor","qtd","pct","amostrada"
"DMN_Doc","Status","char","N","71488","100","False"
"DMN_DocHst","TipoMov","varchar","LEITURA","114734","60,5","False"
"DMN_DocHst","TipoMov","varchar","CHECKIN","74917","39,5","False"
"DMN_DocTp","Formato","varchar","DIG","97","89,81","False"
"DMN_DocTp","Formato","varchar","IMG","11","10,19","False"
"DMN_DocTp","TrocaPropriedade","char","(NULO)","88","81,48","False"
"DMN_DocTp","TrocaPropriedade","char","N","18","16,67","False"
"DMN_DocTp","TrocaPropriedade","char","T","1","0,93","False"
"DMN_DocTp","TrocaPropriedade","char","C","1","0,93","False"
"EXT_NFS","TipoVenda","varchar","NORMAL","390755","100","False"
"EXT_NFS","Situacao","char","N","379603","97,15","False"
"EXT_NFS","Situacao","char","C","11080","2,84","False"
"EXT_NFS","Situacao","char","D","72","0,02","False"
"EXT_NFS","StatusDWH","numeric","0","390562","99,95","False"
"EXT_NFS","StatusDWH","numeric","1","193","0,05","False"
"EXT_NFS","IndEstorno","numeric","0","390755","100","False"
"EXT_NFS","TIPOPEDIDO","varchar","(NULO)","390755","100","False"
"EXT_NFSItem","Situacao","char","N","1250999","96,22","False"
"EXT_NFSItem","Situacao","char","C","49050","3,77","False"
"EXT_NFSItem","Situacao","char","D","77","0,01","False"
"EXT_NFSItem","IndEstorno","numeric","0","1300126","100","False"
"EXT_NFSItem","StatusDWH","numeric","0","1300126","100","False"
"EXT_NFSOper","EntradaSaida","char","S","241","100","False"
"EXT_NFSOper","IndEstorno","numeric","0","241","100","False"
"EXT_NFSOper","FormaLeitura","char","I","239","99,17","False"
"EXT_NFSOper","FormaLeitura","char","S","1","0,41","False"
"EXT_NFSOper","FormaLeitura","char","P","1","0,41","False"
"EXT_OS","TipoOS","varchar","(VAZIO)","8099","100","False"
"EXT_OS","StatusDWH","numeric","0","8099","100","False"
"EXT_OS","SITUACAO","char","A","5436","67,12","False"
"EXT_OS","SITUACAO","char","F","2642","32,62","False"
"EXT_OS","SITUACAO","char","C","21","0,26","False"
"EXT_OS","TIPOSERVICO","varchar","(VAZIO)","8099","100","False"
"EXT_OSITEM","TIPOITEM","char","","182238","100","False"
"EXT_OSITEM","STATUSITEM","char","","182238","100","False"
"EXT_Pessoa","Status","char","A","33192","57,03","False"
"EXT_Pessoa","Status","char","P","23565","40,49","False"
"EXT_Pessoa","Status","char","S","1442","2,48","False"
"EXT_Pessoa","Status","char","O","5","0,01","False"
"EXT_Pessoa","FisicaJuridica","char","F","32872","56,48","False"
"EXT_Pessoa","FisicaJuridica","char","J","23660","40,65","False"
"EXT_Pessoa","FisicaJuridica","char","","1672","2,87","False"
"EXT_Pessoa","SEXO","char","","35670","61,28","False"
"EXT_Pessoa","SEXO","char","M","14341","24,64","False"
"EXT_Pessoa","SEXO","char","J","7739","13,3","False"
"EXT_Pessoa","SEXO","char","F","446","0,77","False"
"EXT_Pessoa","SEXO","char","O","8","0,01","False"
"EXT_Pessoa","UF","varchar","SP","36792","63,21","False"
"EXT_Pessoa","UF","varchar","(VAZIO)","18611","31,98","False"
"EXT_Pessoa","UF","varchar","MG","923","1,59","False"
"EXT_Pessoa","UF","varchar","GO","370","0,64","False"
"EXT_Pessoa","UF","varchar","MS","205","0,35","False"
"EXT_Pessoa","UF","varchar","PR","182","0,31","False"
"EXT_Pessoa","UF","varchar","PA","154","0,26","False"
"EXT_Pessoa","UF","varchar","ES","142","0,24","False"
"EXT_Pessoa","UF","varchar","RS","142","0,24","False"
"EXT_Pessoa","UF","varchar","RJ","109","0,19","False"
"EXT_Pessoa","UF","varchar","MT","107","0,18","False"
"EXT_Pessoa","UF","varchar","BA","98","0,17","False"
"EXT_Pessoa","UF","varchar","MA","71","0,12","False"
"EXT_Pessoa","UF","varchar","SC","69","0,12","False"
"EXT_Pessoa","UF","varchar","TO","50","0,09","False"
"EXT_Pessoa","UF","varchar","CE","33","0,06","False"
"EXT_Pessoa","UF","varchar","AM","28","0,05","False"
"EXT_Pessoa","UF","varchar","DF","27","0,05","False"
"EXT_Pessoa","UF","varchar","PI","17","0,03","False"
"EXT_Pessoa","UF","varchar","RO","12","0,02","False"
"EXT_Pessoa","UF","varchar","RN","11","0,02","False"
"EXT_Pessoa","UF","varchar","PE","8","0,01","False"
"EXT_Pessoa","UF","varchar","AP","8","0,01","False"
"EXT_Pessoa","UF","varchar","RR","7","0,01","False"
"EXT_Pessoa","UF","varchar","PB","6","0,01","False"
"EXT_Pessoa","UF","varchar","SE","6","0,01","False"
"EXT_Pessoa","UF","varchar","AL","6","0,01","False"
"EXT_Pessoa","UF","varchar","PÁ","5","0,01","False"
"EXT_Pessoa","UF","varchar","AC","3","0,01","False"
"EXT_Pessoa","UF","varchar","MI","2","0","False"
"EXT_Pessoa","UFEmissor","varchar","(VAZIO)","47050","80,84","False"
"EXT_Pessoa","UFEmissor","varchar","SP","10219","17,56","False"
"EXT_Pessoa","UFEmissor","varchar","MG","236","0,41","False"
"EXT_Pessoa","UFEmissor","varchar","MS","140","0,24","False"
"EXT_Pessoa","UFEmissor","varchar","PR","123","0,21","False"
"EXT_Pessoa","UFEmissor","varchar","GO","120","0,21","False"
"EXT_Pessoa","UFEmissor","varchar","RS","94","0,16","False"
"EXT_Pessoa","UFEmissor","varchar","MT","52","0,09","False"
"EXT_Pessoa","UFEmissor","varchar","SC","40","0,07","False"
"EXT_Pessoa","UFEmissor","varchar","BA","21","0,04","False"
"EXT_Pessoa","UFEmissor","varchar","TO","19","0,03","False"
"EXT_Pessoa","UFEmissor","varchar","PA","14","0,02","False"
"EXT_Pessoa","UFEmissor","varchar","ES","13","0,02","False"
"EXT_Pessoa","UFEmissor","varchar","RJ","12","0,02","False"
"EXT_Pessoa","UFEmissor","varchar","AL","9","0,02","False"
"EXT_Pessoa","UFEmissor","varchar","RN","7","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","DF","6","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","CE","6","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","RO","5","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","AM","4","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","MA","4","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","SE","3","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","PE","3","0,01","False"
"EXT_Pessoa","UFEmissor","varchar","RR","1","0","False"
"EXT_Pessoa","UFEmissor","varchar","AC","1","0","False"
"EXT_Pessoa","UFEmissor","varchar","PI","1","0","False"
"EXT_Pessoa","UFEmissor","varchar","PB","1","0","False"
"EXT_Pessoa","StatusIMP","char","","58204","100","False"
"EXT_Pessoa","CLASSES","varchar","(VAZIO)","51723","88,87","False"
"EXT_Pessoa","CLASSES","varchar","(NULO)","6481","11,13","False"
"EXT_Pessoa","SITUACAOCREDITO","varchar","(VAZIO)","51723","88,87","False"
"EXT_Pessoa","SITUACAOCREDITO","varchar","(NULO)","6481","11,13","False"
"EXT_Pessoa","STATUSSINTEGRA","varchar","(VAZIO)","51723","88,87","False"
"EXT_Pessoa","STATUSSINTEGRA","varchar","(NULO)","6481","11,13","False"
"EXT_Produto","Tipo","char","P","78749","100","False"
"EXT_Titulo","TipoCobranca","varchar","Banco","475144","82,22","False"
"EXT_Titulo","TipoCobranca","varchar","Carteira","98103","16,98","False"
"EXT_Titulo","TipoCobranca","varchar","Cheque Pré","4678","0,81","False"
"EXT_Titulo","IndAtivo","numeric","1","577925","100","False"
"EXT_Titulo","IndQuitado","numeric","1","565010","97,77","False"
"EXT_Titulo","IndQuitado","numeric","0","12915","2,23","False"
"EXT_Titulo","IndCobrJuridica","numeric","0","313734","54,29","False"
"EXT_Titulo","IndCobrJuridica","numeric","(NULO)","264191","45,71","False"
"EXT_Titulo","Status","varchar","Pago","309056","53,48","False"
"EXT_Titulo","Status","varchar","B","251276","43,48","False"
"EXT_Titulo","Status","varchar","A","12915","2,23","False"
"EXT_Titulo","Status","varchar","Compensado","4480","0,78","False"
"EXT_Titulo","Status","varchar","A Depositar","175","0,03","False"
"EXT_Titulo","Status","varchar","Devolvido","14","0","False"
"EXT_Titulo","Status","varchar","Cancelado","9","0","False"
"EXT_Veic","INDRECALCKM","numeric","1","8003","99,79","False"
"EXT_Veic","INDRECALCKM","numeric","0","17","0,21","False"
"EXT_Veic","INDAnaliseAgd","numeric","0","8020","100","False"
"EXT_Veic","INDALTManual","numeric","0","8020","100","False"
"EXT_VeicFam","INDHoraKM","char","H","64","94,12","False"
"EXT_VeicFam","INDHoraKM","char","N","4","5,88","False"
"EXT_VeicKM","INDKMINVALIDO","numeric","0","11787","67,83","False"
"EXT_VeicKM","INDKMINVALIDO","numeric","(NULO)","5591","32,17","False"
"EXT_VeicProp","EstadoVenda","char","U","12442","98,58","False"
"EXT_VeicProp","EstadoVenda","char","","151","1,2","False"
"EXT_VeicProp","EstadoVenda","char","N","28","0,22","False"
"EXT_VeicProp","IndPropAtual","numeric","1","8020","63,54","False"
"EXT_VeicProp","IndPropAtual","numeric","0","4601","36,46","False"
"EXT_VeicProp","IndVendaAVISADA","numeric","0","12621","100","False"
"EXT_VeicProp","IndRecusaAgd","numeric","0","12621","100","False"
"EXT_VeicProp","IndConcessionaria","numeric","0","11758","93,16","False"
"EXT_VeicProp","IndConcessionaria","numeric","1","863","6,84","False"
"EXT_VeicTipoMan","TipoManutencao","varchar","TpMan RG1018C","1","100","False"
"EXT_VeicTipoMan","IndPadrao","numeric","1","1","100","False"
"GE_Aplicacao","TipoAcesso","char","C","137","74,46","False"
"GE_Aplicacao","TipoAcesso","char","L","45","24,46","False"
"GE_Aplicacao","TipoAcesso","char","B","2","1,09","False"
"GE_Aplicacao","RegistrarLog","char","N","184","100","False"
"GE_AtributoFixo","UsaFisica","char","S","135","73,77","False"
"GE_AtributoFixo","UsaFisica","char","N","48","26,23","False"
"GE_AtributoFixo","UsaJuridica","char","S","170","92,9","False"
"GE_AtributoFixo","UsaJuridica","char","N","13","7,1","False"
"GE_CampoPerm","Permissao","char","1","15","88,24","False"
"GE_CampoPerm","Permissao","char","9","2","11,76","False"
"GE_Cidade","ExgBairro","char","N","10214","100","False"
"GE_Cidade","ExgLogradouro","char","N","10214","100","False"
"GE_Cidade","INDDESCARTADDD","numeric","(NULO)","10214","100","False"
"GE_Cidade_CRM","Uf","varchar","SP","357","48,97","False"
"GE_Cidade_CRM","Uf","varchar","MG","139","19,07","False"
"GE_Cidade_CRM","Uf","varchar","PR","38","5,21","False"
"GE_Cidade_CRM","Uf","varchar","GO","37","5,08","False"
"GE_Cidade_CRM","Uf","varchar","RS","29","3,98","False"
"GE_Cidade_CRM","Uf","varchar","MT","28","3,84","False"
"GE_Cidade_CRM","Uf","varchar","MS","16","2,19","False"
"GE_Cidade_CRM","Uf","varchar","SC","10","1,37","False"
"GE_Cidade_CRM","Uf","varchar","TO","8","1,1","False"
"GE_Cidade_CRM","Uf","varchar","BA","8","1,1","False"
"GE_Cidade_CRM","Uf","varchar","PA","7","0,96","False"
"GE_Cidade_CRM","Uf","varchar","PB","6","0,82","False"
"GE_Cidade_CRM","Uf","varchar","ES","6","0,82","False"
"GE_Cidade_CRM","Uf","varchar","AL","5","0,69","False"
"GE_Cidade_CRM","Uf","varchar","PE","5","0,69","False"
"GE_Cidade_CRM","Uf","varchar","RJ","5","0,69","False"
"GE_Cidade_CRM","Uf","varchar","RN","4","0,55","False"
"GE_Cidade_CRM","Uf","varchar","CE","4","0,55","False"
"GE_Cidade_CRM","Uf","varchar","MA","4","0,55","False"
"GE_Cidade_CRM","Uf","varchar","AM","2","0,27","False"
"GE_Cidade_CRM","Uf","varchar","DF","2","0,27","False"
"GE_Cidade_CRM","Uf","varchar","PI","2","0,27","False"
"GE_Cidade_CRM","Uf","varchar","RO","2","0,27","False"
"GE_Cidade_CRM","Uf","varchar","xx","1","0,14","False"
"GE_Cidade_CRM","Uf","varchar","SE","1","0,14","False"
"GE_Cidade_CRM","Uf","varchar","RR","1","0,14","False"
"GE_Cidade_CRM","Uf","varchar","EX","1","0,14","False"
"GE_Cidade_CRM","Uf","varchar","AP","1","0,14","False"
"GE_Cidade_CRM","ExgBairro","char","N","729","100","False"
"GE_Cidade_CRM","ExgLogradouro","char","N","729","100","False"
"GE_Col","TipoDado","varchar","string","67","30,88","False"
"GE_Col","TipoDado","varchar","int?","63","29,03","False"
"GE_Col","TipoDado","varchar","VARCHAR2","46","21,2","False"
"GE_Col","TipoDado","varchar","NUMBER","18","8,29","False"
"GE_Col","TipoDado","varchar","DateTime?","17","7,83","False"
"GE_Col","TipoDado","varchar","DATE","5","2,3","False"
"GE_Col","TipoDado","varchar","decimal?","1","0,46","False"
"GE_Col","IndExigido","numeric","(NULO)","217","100","False"
"GE_CONSSQL","INDRELSISTEMA","numeric","0","1","100","False"
"GE_Consulta","Tipo","varchar","C","2","100","False"
"GE_Consulta","Conexao","varchar","(VAZIO)","1","50","False"
"GE_Consulta","Conexao","varchar","(NULO)","1","50","False"
"GE_Consulta","Tipografico","numeric","(NULO)","2","100","False"
"GE_Consulta","Qrpdireto","varchar","S","1","50","False"
"GE_Consulta","Qrpdireto","varchar","(NULO)","1","50","False"
"GE_ConsultaVar","Variavel","varchar","LS4","1","33,33","False"
"GE_ConsultaVar","Variavel","varchar","DT2","1","33,33","False"
"GE_ConsultaVar","Variavel","varchar","DT1","1","33,33","False"
"GE_ConsultaVar","Tipoin","varchar","N","3","100","False"
"GE_ConsultaVar","Retorno","varchar","L","3","100","False"
"GE_Contato","Sexo","char","M","19933","48,28","False"
"GE_Contato","Sexo","char","(NULO)","10320","25","False"
"GE_Contato","Sexo","char","-","5126","12,42","False"
"GE_Contato","Sexo","char","","3669","8,89","False"
"GE_Contato","Sexo","char","F","2226","5,39","False"
"GE_Contato","Sexo","char","O","8","0,02","False"
"GE_Contato","EstadoCivil","char","(NULO)","32697","79,2","False"
"GE_Contato","EstadoCivil","char","","5664","13,72","False"
"GE_Contato","EstadoCivil","char","C","2414","5,85","False"
"GE_Contato","EstadoCivil","char","S","298","0,72","False"
"GE_Contato","EstadoCivil","char","O","113","0,27","False"
"GE_Contato","EstadoCivil","char","D","53","0,13","False"
"GE_Contato","EstadoCivil","char","V","43","0,1","False"
"GE_Contato","NivelDecisao","char","N","14684","35,57","False"
"GE_Contato","NivelDecisao","char","D","13954","33,8","False"
"GE_Contato","NivelDecisao","char","I","6712","16,26","False"
"GE_Contato","NivelDecisao","char","(NULO)","5932","14,37","False"
"GE_Contato","Posicionamento","char","0","27156","65,78","False"
"GE_Contato","Posicionamento","char","(NULO)","8775","21,26","False"
"GE_Contato","Posicionamento","char","+","5196","12,59","False"
"GE_Contato","Posicionamento","char","-","155","0,38","False"
"GE_Contato","INDWHATSAPPF1","numeric","(NULO)","32022","77,57","False"
"GE_Contato","INDWHATSAPPF1","numeric","0","7843","19","False"
"GE_Contato","INDWHATSAPPF1","numeric","1","1417","3,43","False"
"GE_Contato","INDWHATSAPPF2","numeric","(NULO)","32022","77,57","False"
"GE_Contato","INDWHATSAPPF2","numeric","0","8949","21,68","False"
"GE_Contato","INDWHATSAPPF2","numeric","1","311","0,75","False"
"GE_Contato","INDWHATSAPPFX","numeric","(NULO)","32023","77,57","False"
"GE_Contato","INDWHATSAPPFX","numeric","0","8961","21,71","False"
"GE_Contato","INDWHATSAPPFX","numeric","1","298","0,72","False"
"GE_Email","IndPreferencial","numeric","1","35133","89,17","False"
"GE_Email","IndPreferencial","numeric","0","2925","7,42","False"
"GE_Email","IndPreferencial","numeric","(NULO)","1344","3,41","False"
"GE_Email","IndUsoMkt","numeric","1","32260","81,87","False"
"GE_Email","IndUsoMkt","numeric","(NULO)","6038","15,32","False"
"GE_Email","IndUsoMkt","numeric","0","1104","2,8","False"
"GE_Email","IndUsoProfissional","numeric","1","32466","82,4","False"
"GE_Email","IndUsoProfissional","numeric","(NULO)","6214","15,77","False"
"GE_Email","IndUsoProfissional","numeric","0","722","1,83","False"
"GE_Email","IndUsoPessoal","numeric","1","32050","81,34","False"
"GE_Email","IndUsoPessoal","numeric","(NULO)","6214","15,77","False"
"GE_Email","IndUsoPessoal","numeric","0","1138","2,89","False"
"GE_Email","IndUsoFiscal","numeric","0","30701","77,92","False"
"GE_Email","IndUsoFiscal","numeric","(NULO)","6214","15,77","False"
"GE_Email","IndUsoFiscal","numeric","1","2487","6,31","False"
"GE_Email","IndEmUso","numeric","1","39397","99,99","False"
"GE_Email","IndEmUso","numeric","0","5","0,01","False"
"GE_EMAILTEMPLATE","TIPO","varchar","Email","2","25","False"
"GE_EMAILTEMPLATE","TIPO","varchar","OUTEMAILRECADO","1","12,5","False"
"GE_EMAILTEMPLATE","TIPO","varchar","OUTEMAILCIENCIA","1","12,5","False"
"GE_EMAILTEMPLATE","TIPO","varchar","OUTEMAILAGENDA","1","12,5","False"
"GE_EMAILTEMPLATE","TIPO","varchar","OUTANEXOPESSOA","1","12,5","False"
"GE_EMAILTEMPLATE","TIPO","varchar","OUTANEXOHISTORICO","1","12,5","False"
"GE_EMAILTEMPLATE","TIPO","varchar","OUTANEXOCONTATO","1","12,5","False"
"GE_Empresa","Estado","varchar","SP","17","94,44","False"
"GE_Empresa","Estado","varchar","(NULO)","1","5,56","False"
"GE_Figura","Tipo","varchar","FORMASSINATURA","2424","99,22","False"
"GE_Figura","Tipo","varchar","LOGOEMPRQRP","19","0,78","False"
"GE_Figura","TipoArquivo","decimal","8","2424","99,22","False"
"GE_Figura","TipoArquivo","decimal","1","19","0,78","False"
"GE_IMPORTA_CART","Status","char","(NULO)","22","100","False"
"GE_IMPORTA_CART","FisicaJuridica","char","(NULO)","22","100","False"
"GE_IMPORTA_CART","Uf","varchar","SP","22","100","False"
"GE_IMPORTA_CART","TipoLogradouro","varchar","R","14","63,64","False"
"GE_IMPORTA_CART","TipoLogradouro","varchar","AV","3","13,64","False"
"GE_IMPORTA_CART","TipoLogradouro","varchar","RUA","3","13,64","False"
"GE_IMPORTA_CART","TipoLogradouro","varchar","RODOVIA","1","4,55","False"
"GE_IMPORTA_CART","TipoLogradouro","varchar","AVENIDA","1","4,55","False"
"GE_IMPORTA_CART","Tipo1","numeric","2","21","95,45","False"
"GE_IMPORTA_CART","Tipo1","numeric","(NULO)","1","4,55","False"
"GE_IMPORTA_CART","Tipo2","numeric","2","19","86,36","False"
"GE_IMPORTA_CART","Tipo2","numeric","(NULO)","3","13,64","False"
"GE_IMPORTA_CART","Tipo3","numeric","2","16","72,73","False"
"GE_IMPORTA_CART","Tipo3","numeric","(NULO)","6","27,27","False"
"GE_IMPORTA_CART","Tipo4","numeric","2","14","63,64","False"
"GE_IMPORTA_CART","Tipo4","numeric","(NULO)","8","36,36","False"
"GE_IMPORTA_CART","Tipo5","numeric","3","14","63,64","False"
"GE_IMPORTA_CART","Tipo5","numeric","(NULO)","8","36,36","False"
"GE_IMPORTA_CART","Tipo6","numeric","(NULO)","13","59,09","False"
"GE_IMPORTA_CART","Tipo6","numeric","3","9","40,91","False"
"GE_IMPORTA_CART","Tipo7","numeric","(NULO)","21","95,45","False"
"GE_IMPORTA_CART","Tipo7","numeric","3","1","4,55","False"
"GE_IMPORTA_CART","Tipo8","numeric","(NULO)","21","95,45","False"
"GE_IMPORTA_CART","Tipo8","numeric","3","1","4,55","False"
"GE_LgTb","Nivel","char","(NULO)","341687","68,34","True"
"GE_LgTb","Nivel","char","5","123726","24,75","True"
"GE_LgTb","Nivel","char","E","31777","6,36","True"
"GE_LgTb","Nivel","char","?","2806","0,56","True"
"GE_LgTb","Nivel","char","G","3","0","True"
"GE_LgTb","Nivel","char","3","1","0","True"
"GE_LOG_CONFIG","NIVEL","char","5","86866","78,75","False"
"GE_LOG_CONFIG","NIVEL","char","6","16126","14,62","False"
"GE_LOG_CONFIG","NIVEL","char","7","3171","2,87","False"
"GE_LOG_CONFIG","NIVEL","char","3","3055","2,77","False"
"GE_LOG_CONFIG","NIVEL","char","8","971","0,88","False"
"GE_LOG_CONFIG","NIVEL","char","1","119","0,11","False"
"GE_LOG_CONTATO","NIVEL","char","5","19925","100","False"
"GE_LOG_EXT","NIVEL","char","5","621700","99,85","False"
"GE_LOG_EXT","NIVEL","char","3","941","0,15","False"
"GE_LOG_HISTORICO","NIVEL","char","5","1048114","100","False"
"GE_LOG_PESSOA","NIVEL","char","5","957124","99,53","False"
"GE_LOG_PESSOA","NIVEL","char","3","3605","0,37","False"
"GE_LOG_PESSOA","NIVEL","char","4","899","0,09","False"
"GE_LOG_PROCESSO","NIVEL","char","5","500000","100","True"
"GE_LOG_TRANS","NIVEL","char","5","803647","100","False"
"GE_Membro","INDATIVO","numeric","(NULO)","1128","70,81","False"
"GE_Membro","INDATIVO","numeric","0","465","29,19","False"
"GE_Mod","Tpac","char","(NULO)","32","100","False"
"GE_Mod","TIPO","char","M","20","62,5","False"
"GE_Mod","TIPO","char","R","6","18,75","False"
"GE_Mod","TIPO","char","H","4","12,5","False"
"GE_Mod","TIPO","char","","2","6,25","False"
"GE_Modulo","TipoAcesso","char","C","39","81,25","False"
"GE_Modulo","TipoAcesso","char","P","8","16,67","False"
"GE_Modulo","TipoAcesso","char","L","1","2,08","False"
"GE_Modulo","TIPO","char","M","48","100","False"
"GE_ModuloPerm","Permissao","char","S","25218","100","False"
"GE_ObjDinamico","Tipo","varchar","TESTE","168","85,71","False"
"GE_ObjDinamico","Tipo","varchar","LINHA_INFORMAÇÃO","25","12,76","False"
"GE_ObjDinamico","Tipo","varchar","PESQUISA_PESSOA","3","1,53","False"
"GE_ObjDinamico","TipoRetorno","varchar","(NULO)","188","95,92","False"
"GE_ObjDinamico","TipoRetorno","varchar","(VAZIO)","8","4,08","False"
"GE_ParametroGlobal","Criptografado","varchar","N","206","86,19","False"
"GE_ParametroGlobal","Criptografado","varchar","S","31","12,97","False"
"GE_ParametroGlobal","Criptografado","varchar","(NULO)","2","0,84","False"
"GE_ParamLista","Ind1","numeric","(NULO)","342","84,44","False"
"GE_ParamLista","Ind1","numeric","0","42","10,37","False"
"GE_ParamLista","Ind1","numeric","1","21","5,19","False"
"GE_ParamLista","Ind2","numeric","(NULO)","398","98,27","False"
"GE_ParamLista","Ind2","numeric","0","6","1,48","False"
"GE_ParamLista","Ind2","numeric","1","1","0,25","False"
"GE_ParamLista","IND3","numeric","(NULO)","405","100","False"
"GE_ParamLista","IND4","numeric","(NULO)","405","100","False"
"GE_Permissao","Executar","char","S","300","99,34","False"
"GE_Permissao","Executar","char","N","2","0,66","False"
"GE_Permissao","Incluir","char","S","284","94,04","False"
"GE_Permissao","Incluir","char","N","18","5,96","False"
"GE_Permissao","Alterar","char","S","243","80,46","False"
"GE_Permissao","Alterar","char","N","59","19,54","False"
"GE_Permissao","Excluir","char","N","197","65,23","False"
"GE_Permissao","Excluir","char","S","105","34,77","False"
"GE_Permissao","RegistrarLog","char","N","302","100","False"
"GE_Permissao","Verimpressao","char","N","176","58,28","False"
"GE_Permissao","Verimpressao","char","S","81","26,82","False"
"GE_Permissao","Verimpressao","char","","45","14,9","False"
"GE_Permissao","Exportar","char","N","176","58,28","False"
"GE_Permissao","Exportar","char","S","82","27,15","False"
"GE_Permissao","Exportar","char","","44","14,57","False"
"GE_Permissao","Imprimir","char","N","177","58,61","False"
"GE_Permissao","Imprimir","char","S","84","27,81","False"
"GE_Permissao","Imprimir","char","","41","13,58","False"
"GE_Pessoa","Status","char","P","76094","63,76","False"
"GE_Pessoa","Status","char","A","39625","33,2","False"
"GE_Pessoa","Status","char","","2126","1,78","False"
"GE_Pessoa","Status","char","S","1416","1,19","False"
"GE_Pessoa","Status","char","F","54","0,05","False"
"GE_Pessoa","Status","char","O","25","0,02","False"
"GE_Pessoa","Status","char","I","5","0","False"
"GE_Pessoa","FisicaJuridica","char","J","75932","63,62","False"
"GE_Pessoa","FisicaJuridica","char","F","41717","34,95","False"
"GE_Pessoa","FisicaJuridica","char","(NULO)","1663","1,39","False"
"GE_Pessoa","FisicaJuridica","char","0","32","0,03","False"
"GE_Pessoa","FisicaJuridica","char","O","1","0","False"
"GE_Pessoa","Sexo","char","J","41539","34,81","False"
"GE_Pessoa","Sexo","char","M","39383","33","False"
"GE_Pessoa","Sexo","char","(NULO)","37595","31,5","False"
"GE_Pessoa","Sexo","char","F","818","0,69","False"
"GE_Pessoa","Sexo","char","O","10","0,01","False"
"GE_Pessoa","IndContribICMS","char","N","52188","43,73","False"
"GE_Pessoa","IndContribICMS","char","(NULO)","41834","35,05","False"
"GE_Pessoa","IndContribICMS","char","0","25323","21,22","False"
"GE_PessoaClasse","Classe","varchar","FILIAL","873","45,73","False"
"GE_PessoaClasse","Classe","varchar","FUNCIONÁRIOS","612","32,06","False"
"GE_PessoaClasse","Classe","varchar","PARCEIROS","238","12,47","False"
"GE_PessoaClasse","Classe","varchar","FALECIDO","71","3,72","False"
"GE_PessoaClasse","Classe","varchar","REDE CONCESSIONÁRIOS","69","3,61","False"
"GE_PessoaClasse","Classe","varchar","SAM","46","2,41","False"
"GE_PessoaEnd","TipoEndereco","char","C","4636","71,54","False"
"GE_PessoaEnd","TipoEndereco","char","R","959","14,8","False"
"GE_PessoaEnd","TipoEndereco","char","E","879","13,56","False"
"GE_PessoaEnd","TipoEndereco","char","V","5","0,08","False"
"GE_PessoaEnd","TipoEndereco","char","O","1","0,02","False"
"GE_PessoaEnd","Uf","varchar","SP","6108","94,26","False"
"GE_PessoaEnd","Uf","varchar","MG","157","2,42","False"
"GE_PessoaEnd","Uf","varchar","(VAZIO)","45","0,69","False"
"GE_PessoaEnd","Uf","varchar","GO","40","0,62","False"
"GE_PessoaEnd","Uf","varchar","MS","35","0,54","False"
"GE_PessoaEnd","Uf","varchar","PR","28","0,43","False"
"GE_PessoaEnd","Uf","varchar","MT","23","0,35","False"
"GE_PessoaEnd","Uf","varchar","RS","14","0,22","False"
"GE_PessoaEnd","Uf","varchar","SC","7","0,11","False"
"GE_PessoaEnd","Uf","varchar","BA","4","0,06","False"
"GE_PessoaEnd","Uf","varchar","RJ","4","0,06","False"
"GE_PessoaEnd","Uf","varchar","MA","4","0,06","False"
"GE_PessoaEnd","Uf","varchar","PB","2","0,03","False"
"GE_PessoaEnd","Uf","varchar","PA","2","0,03","False"
"GE_PessoaEnd","Uf","varchar","TO","2","0,03","False"
"GE_PessoaEnd","Uf","varchar","PE","1","0,02","False"
"GE_PessoaEnd","Uf","varchar","AM","1","0,02","False"
"GE_PessoaEnd","Uf","varchar","ES","1","0,02","False"
"GE_PessoaEnd","Uf","varchar","RO","1","0,02","False"
"GE_PessoaEnd","Uf","varchar","SE","1","0,02","False"
"GE_PessoaFis","NatUF","varchar","(VAZIO)","5311","99,94","False"
"GE_PessoaFis","NatUF","varchar","SP","2","0,04","False"
"GE_PessoaFis","NatUF","varchar","MG","1","0,02","False"
"GE_PessoaFis","Sexo","char","","5314","100","False"
"GE_PessoaFis","RGUFEmissao","varchar","(VAZIO)","4166","78,4","False"
"GE_PessoaFis","RGUFEmissao","varchar","SP","987","18,57","False"
"GE_PessoaFis","RGUFEmissao","varchar","MG","92","1,73","False"
"GE_PessoaFis","RGUFEmissao","varchar","PR","15","0,28","False"
"GE_PessoaFis","RGUFEmissao","varchar","GO","12","0,23","False"
"GE_PessoaFis","RGUFEmissao","varchar","RS","12","0,23","False"
"GE_PessoaFis","RGUFEmissao","varchar","AC","4","0,08","False"
"GE_PessoaFis","RGUFEmissao","varchar","BA","4","0,08","False"
"GE_PessoaFis","RGUFEmissao","varchar","SC","3","0,06","False"
"GE_PessoaFis","RGUFEmissao","varchar","ES","3","0,06","False"
"GE_PessoaFis","RGUFEmissao","varchar","MA","3","0,06","False"
"GE_PessoaFis","RGUFEmissao","varchar","PA","2","0,04","False"
