"tabela","coluna","tipo","valor","qtd","pct","amostrada"
"IV_RESULTADO_3110","EXIGEMOTIVO","char","S","67","2,37","False"
"IV_RESULTADO_3110","EXIGEDEPTO","char","N","2825","99,96","False"
"IV_RESULTADO_3110","EXIGEDEPTO","char","S","1","0,04","False"
"IV_RESULTADO_3110","TemComplemento","char","N","2241","79,3","False"
"IV_RESULTADO_3110","TemComplemento","char","S","585","20,7","False"
"IV_RESULTADO_3110","EmUso","char","S","2458","86,98","False"
"IV_RESULTADO_3110","EmUso","char","N","368","13,02","False"
"IV_RESULTADO_3110","PERMITEEMAIL","char","N","2263","80,08","False"
"IV_RESULTADO_3110","PERMITEEMAIL","char","(NULO)","285","10,08","False"
"IV_RESULTADO_3110","PERMITEEMAIL","char","","278","9,84","False"
"IV_RESULTADO_3110","EXIGECLIENTEATIVO","char","N","2808","99,36","False"
"IV_RESULTADO_3110","EXIGECLIENTEATIVO","char","S","18","0,64","False"
"IV_RESULTADO_3110","ExigeFormulario","char","N","2213","78,31","False"
"IV_RESULTADO_3110","ExigeFormulario","char","(NULO)","547","19,36","False"
"IV_RESULTADO_3110","ExigeFormulario","char","","54","1,91","False"
"IV_RESULTADO_3110","ExigeFormulario","char","S","12","0,42","False"
"IV_RESULTADO_3110","INDREAGSILORIG","numeric","0","2722","96,32","False"
"IV_RESULTADO_3110","INDREAGSILORIG","numeric","(NULO)","104","3,68","False"
"IV_RESULTADO_3110","INDCTIDISPONIVEL","numeric","0","2722","96,32","False"
"IV_RESULTADO_3110","INDCTIDISPONIVEL","numeric","(NULO)","104","3,68","False"
"IV_RESULTADO_3110","INDAPPEXIGEFOTO","numeric","(NULO)","1983","70,17","False"
"IV_RESULTADO_3110","INDAPPEXIGEFOTO","numeric","0","843","29,83","False"
"IV_Selecao","Tipo","char","T","504","91,64","False"
"IV_Selecao","Tipo","char","D","26","4,73","False"
"IV_Selecao","Tipo","char","B","20","3,64","False"
"IV_SelecaoCriterio","Operacao","char","+","2006","69,36","False"
"IV_SelecaoCriterio","Operacao","char","-","886","30,64","False"
"IV_SMS","Origem","char","TIT","26749","100","False"
"IV_SMS","IndRetProcessado","numeric","(NULO)","26749","100","False"
"IV_SMS","INDENVIAQLQERHORA","numeric","(NULO)","26749","100","False"
"IV_SMSLog","Status","char","SMSENV","23401","85,31","False"
"IV_SMSLog","Status","char","ERRENV","4023","14,67","False"
"IV_SMSLog","Status","char","SMSRPG","6","0,02","False"
"IV_STATUS_DEPTO","STATUS","varchar","Prospect","401757","84,17","False"
"IV_STATUS_DEPTO","STATUS","varchar","Ativo","75587","15,83","False"
"IV_TIPOCONTEUDO","TIPOCAMPANHA","varchar","GERAL","1","100","False"
"ivs_callcenter","POTENCIAL","varchar","C","1895","54,53","False"
"ivs_callcenter","POTENCIAL","varchar","(VAZIO)","833","23,97","False"
"ivs_callcenter","POTENCIAL","varchar","D","493","14,19","False"
"ivs_callcenter","POTENCIAL","varchar","Z","254","7,31","False"
"IVS_Depto","INDUSAPOTZ","numeric","(NULO)","29","100","False"
"IVS_DeptoRes","IndContato","numeric","1","63","100","False"
"IVS_DeptoRes","IndExterno","numeric","(NULO)","40","63,49","False"
"IVS_DeptoRes","IndExterno","numeric","1","22","34,92","False"
"IVS_DeptoRes","IndExterno","numeric","0","1","1,59","False"
"IVS_DeptoRes","IndExtFormaCtto","numeric","1","41","65,08","False"
"IVS_DeptoRes","IndExtFormaCtto","numeric","(NULO)","14","22,22","False"
"IVS_DeptoRes","IndExtFormaCtto","numeric","0","8","12,7","False"
"IVS_Pes","Status","char","","93693","67,37","False"
"IVS_Pes","Status","char","(NULO)","35283","25,37","False"
"IVS_Pes","Status","char","A","10089","7,25","False"
"IVS_Pes","Situacao","varchar","(VAZIO)","93693","67,37","False"
"IVS_Pes","Situacao","varchar","(NULO)","45372","32,63","False"
"IVS_Pes","Potencial","varchar","(NULO)","128895","92,69","False"
"IVS_Pes","Potencial","varchar","(VAZIO)","5855","4,21","False"
"IVS_Pes","Potencial","varchar","64","1277","0,92","False"
"IVS_Pes","Potencial","varchar","43","1137","0,82","False"
"IVS_Pes","Potencial","varchar","22","805","0,58","False"
"IVS_Pes","Potencial","varchar","85","419","0,3","False"
"IVS_Pes","Potencial","varchar","C","353","0,25","False"
"IVS_Pes","Potencial","varchar","1","178","0,13","False"
"IVS_Pes","Potencial","varchar","B","102","0,07","False"
"IVS_Pes","Potencial","varchar","D","19","0,01","False"
"IVS_Pes","Potencial","varchar","A","13","0,01","False"
"IVS_Pes","Potencial","varchar","Z","10","0,01","False"
"IVS_Pes","Potencial","varchar","E","2","0","False"
"IVS_Pes","Classe","varchar","(VAZIO)","93693","67,37","False"
"IVS_Pes","Classe","varchar","(NULO)","45372","32,63","False"
"IVS_Pes","INDTROCAPORCIDBLOQ","numeric","0","137635","98,97","False"
"IVS_Pes","INDTROCAPORCIDBLOQ","numeric","(NULO)","1430","1,03","False"
"IVS_TGLCLICLIENT","GRUCLICOD","varchar","999","16440","98,72","False"
"IVS_TGLCLICLIENT","GRUCLICOD","varchar","CON","184","1,1","False"
"IVS_TGLCLICLIENT","GRUCLICOD","varchar","TRA","14","0,08","False"
"IVS_TGLCLICLIENT","GRUCLICOD","varchar","(VAZIO)","8","0,05","False"
"IVS_TGLCLICLIENT","GRUCLICOD","varchar","IND","6","0,04","False"
"IVS_TGLCLICLIENT","GRUCLICOD","varchar","PLA","1","0,01","False"
"IVS_TGLCLICLIENT","GRUCLICOD","varchar","PUL","1","0,01","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","999","7992","47,99","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","001","6560","39,39","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","004","536","3,22","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","005","420","2,52","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","002","378","2,27","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","003","265","1,59","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","007","205","1,23","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","008","148","0,89","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","006","58","0,35","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","011","44","0,26","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","009","33","0,2","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","010","8","0,05","False"
"IVS_TGLCLICLIENT","REGIAOCOD","varchar","(VAZIO)","7","0,04","False"
"IVS_TGLCLICLIENT","CLIENTIDTFISJUR","char","F","11227","67,41","False"
"IVS_TGLCLICLIENT","CLIENTIDTFISJUR","char","J","5423","32,56","False"
"IVS_TGLCLICLIENT","CLIENTIDTFISJUR","char","O","3","0,02","False"
"IVS_TGLCLICLIENT","CLIENTIDTFISJUR","char","","1","0,01","False"
"IVS_TGLCLIFIS","FUNCAOCOD","varchar","999","5702","50,77","False"
"IVS_TGLCLIFIS","FUNCAOCOD","varchar","(VAZIO)","5530","49,23","False"
"IVS_TGLCLIFIS","CLIFISIDTSEXO","varchar","M","10707","95,33","False"
"IVS_TGLCLIFIS","CLIFISIDTSEXO","varchar","F","525","4,67","False"
"IVS_TGLCLIFIS","RENMENCOD","char","1","11231","99,99","False"
"IVS_TGLCLIFIS","RENMENCOD","char","2","1","0,01","False"
