"object_id","esquema","nome","tipo","pasta","tabela_pai","create_date","modify_date","linhas","caracteres","escreve","verbos_escrita","alvos_escrita","chama_proc","qtd_refs","tabelas_ref","outras_ref"
"619305416","dbo","IV$PG_PULVERIZADOR_TOTVS","VIEW","views","","2022-08-12 08:42:09","2022-08-12 08:42:09","1","406","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"1577108709","dbo","IV$PG_RESPONSAVEL_TECNICO","VIEW","views","","2012-05-31 11:03:44","2016-03-22 19:20:05","1","441","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"304160279","dbo","IV$PG_RETAIL","VIEW","views","","2019-07-09 13:01:55","2019-07-09 13:01:55","1","464","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"960058506","dbo","IV$PG_REVENDAS","VIEW","views","","2012-01-10 11:43:20","2016-03-22 19:20:05","1","436","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"1294783820","dbo","IV$PG_SEGURO","VIEW","views","","2022-05-04 14:48:09","2022-05-04 14:48:09","1","430","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"320160336","dbo","IV$PG_SEM_INCENTIVO","VIEW","views","","2019-07-09 13:09:49","2019-07-09 13:09:49","1","436","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"1274591729","dbo","IV$PG_STATUS_PESSOA_DEPTO","VIEW","views","","2018-03-23 14:16:03","2018-03-23 14:16:03","1","594","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"1686453232","dbo","IV$PG_TIPO","VIEW","views","","2025-01-14 15:28:34","2025-01-14 15:28:34","1","414","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"571305245","dbo","IV$PG_TRATOR_TESTE","VIEW","views","","2022-08-11 11:59:35","2022-08-11 11:59:35","1","505","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
"795306043","dbo","IV$PG_TRATOR_TOTVS","VIEW","views","","2022-08-12 10:59:04","2022-08-12 10:59:04","1","508","False","","","False","2","IV_GLOBALPAR; IV_GLOBALPARCTRL",""
