"SeqCons","Cod","Nome","Descricao","Adv","InstrSql","Qrp","Prvw","FtTipo","FtTam","Tit","Sessao","GTipo","GTit","GRdp","GEsq","GLeg","GCol","Dono","IndSqlChg","Style","ChkS1","ChkS2","UltAtualizacao","DtaInicioUso","DtaUltimoUso","UltUsuario","QtdeUso"
"0","TESTE123","Análise da Carteira de Pedidos FY25","Teste",""," SET LS2_CMD = ' AND EMP.NOMEREDUZIDO = :LS2';
 SET LS1_CMD = ' AND VND.VENDA_TIPO_EQUIPAMEN = :LS1';
 SET LS3_CMD = ' AND VND.VENDA_MODELO_EQUIPAM = :LS3';
 SELECT CASE 
          WHEN :SN1_X = '1' AND :SN3_X = '1' THEN ' ' 
          WHEN :SN1_X = '1' THEN 'AND PRC.STATUS = ''FATURADO''' 
          ELSE '' 
        END 
 INTO :LTA FROM DUAL;
 SELECT CASE 
          WHEN :SN1_X = '1' AND :SN3_X = '1' THEN ' ' 
          WHEN :SN3_X = '1' THEN 'AND PRC.STATUS NOT IN (''FATURADO'', ''CANCELADO'', ''VENDA PERDIDA'')' 
          ELSE '' 
        END 
 INTO :LTB FROM DUAL;
 SELECT CASE 
          WHEN :SN1_X = '1' AND :SN3_X = '1' THEN ' ' 
          WHEN :SN1_X = '1' THEN 'AND SPRC2 .STATUS = ''FATURADO''' 
          ELSE '' 
        END 
 INTO :LTC FROM DUAL;
 SELECT CASE 
          WHEN :SN1_X = '1' AND :SN3_X = '1' THEN ' ' 
          WHEN :SN3_X = '1' THEN 'AND SPRC2 .STATUS NOT IN (''FATURADO'', ''CANCELADO'', ''VENDA PERDIDA'')' 
          ELSE '' 
        END 
 INTO :LTD FROM DUAL;
SELECT DISTINCT XA.EMPRESA,  
       XA.CEN,   
       XA.JD_QUOTE,  
       XA.TIPO_VENDA,  
       XA.TIPO_DE_EQUIPAMENTO,  
       XA.MARCA,  
       XA.MODELO,  
       XA.SEQPESSOA,   
       XA.NOMERAZAO,  
       XA.CNPJCPF,  
       XA.LINHA_CREDITO,  
       XA.INST_FINANCEIRA,  
       XA.FINANC_CHASSI, 
	   CASE WHEN XA.PROCESSO_N = XH2.PROCESSO THEN XA.ULT_RESULTADO
	    ELSE  XA2.Descricao + ' - ' + XR2.Descricao END AS ULT_RESULTADO, 
       XA.DTA_FATURAMENTO_D,  
       XA.NF_N,  
       XA.DTA_PED_D,  
       XA.DTA_PRENCH_FORM_D,  
       XA.VALOR_N,  
       XA.DTA_ULT_ANDAMENTO_D,  
	   CASE WHEN XA.PROCESSO_N = XH2.PROCESSO THEN XA.ULT_HISTORICO_L
	        ELSE   XR3.Descricao END AS ULT_HISTORICO_L,
	   XA.PROCESSO_N, 
       XA.CARTEIRA,  
       XA.CIDADE,  
       XA.DATA_PEDIDO_HIST_D,  
       XA.CAMPANHA , 
       XA.PROCESSODNA,
       (SELECT FORMAT( MAX(DTAREALIZACAO), 'dd/MM/yyyy' ) AS DT FROM IV_PROCDADO PX, IV_HISTORICO HX WHERE PX.ProcessoDNA = XA.PROCESSODNA AND HX.Processo = PX.PROCESSO AND HX.Resultado = 3239 ) AS DTAPROVADO
 from (
 SELECT DISTINCT EMP.NOMEREDUZIDO AS EMPRESA, 
                hist.vendedor AS CEN,  
                VND.VENDA_JDQUOTE AS JD_QUOTE, 
                VND.VENDA_TIPO_VENDA AS TIPO_VENDA, 
                VND.VENDA_TIPO_EQUIPAMEN AS TIPO_DE_EQUIPAMENTO, 
                VND.VENDA_MARCA_EQUIPAME AS MARCA, 
                VND.VENDA_MODELO_EQUIPAM AS MODELO, 
                PES.SEQPESSOA AS SEQPESSOA,  
                case when isnull(VND.VENDA_COMPRADOR, '@')='@' or VND.VENDA_COMPRADOR=''  
                then PES.NOMERAZAO  
                else VND.VENDA_COMPRADOR end AS NOMERAZAO, 
                  ISNULL(CAST(PES.NROCGCCPF AS VARCHAR), '') + ISNULL(CAST(PES.DIGCGCCPF AS VARCHAR), '') AS CNPJCPF, 
                  VND.VENDA_LINHA_CREDITO AS LINHA_CREDITO, 
                VND.VENDA_INST_FINANC AS INST_FINANCEIRA, 
                ADM.VENDA_FINANC_CHASSI AS FINANC_CHASSI, 
                ACA.Descricao + ' - ' + RES.Descricao AS ULT_RESULTADO, 
               ADM.VENDA_FINANC_DATAFAT AS DTA_FATURAMENTO_D, 
              ADM.VENDA_FINANC_NRO_NF AS NF_N, 
              VND.VENDA_DATA_PEDIDO AS DTA_PED_D, 
              VND.DTAREALIZACAO AS DTA_PRENCH_FORM_D, 
              VND.VENDA_VALOR_TOTAL AS VALOR_N, 
              PDD.DTAULTRESULTADO AS DTA_ULT_ANDAMENTO_D, 
              HIST.DETALHE AS ULT_HISTORICO_L, 
              PRC.PROCESSO AS PROCESSO_N, 
              case when isnull( resp.codusuario, '@')='@' and isnull( resp3.codusuario, '@')='@' then '<outro CEN>'  
              when isnull( resp.codusuario, '@')<>'@' then resp.CodUsuario 
              when isnull( resp3.codusuario, '@')<>'@' then resp3.CodUsuario 
              end AS CARTEIRA, 
               PES.CIDADE + ' - ' + PES.UF AS CIDADE, 
               (SELECT MAX(HIST.DTAREALIZACAO) 
                FROM IV_HISTORICO HIST 
                WHERE HIST.PROCESSO = PRC.PROCESSO 
                 AND HIST.RESULTADO = 3231) AS DATA_PEDIDO_HIST_D, 
             PDD.Campanha ,
             PDD.ProcessoDNA
 FROM IV_PROCESSO PRC 
  JOIN IV_PROCDADO PDD ON PDD.PROCESSO = PRC.PROCESSO  
  JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = PDD.NROEMPRESA  
  JOIN GE_PESSOA PES ON PES.SEQPESSOA = PDD.SEQPESSOA  
  LEFT JOIN IV_Q$ACOMP_VENDA_FINANC ADM ON ADM.PROCESSO = PRC.PROCESSO  
 JOIN (
SELECT  VND2.PROCESSO,
        VND2.VENDA_JDQUOTE,
        VND2.VENDA_TIPO_VENDA,
        VND2.VENDA_TIPO_EQUIPAMEN,
        VND2.VENDA_MARCA_EQUIPAME,
        VND2.VENDA_MODELO_EQUIPAM,
        VND2.VENDA_COMPRADOR,
        VND2.VENDA_LINHA_CREDITO,
        VND2.VENDA_INST_FINANC,
        VND2.VENDA_DATA_PEDIDO,
        VND2.DTAREALIZACAO,
        VND2.VENDA_VALOR_TOTAL
 FROM IV_Q$VENDA_EQUIPAMENTO VND2
UNION
SELECT  PPD2.PROCESSO,
        VND3.VENDA_JDQUOTE,
        VND3.VENDA_TIPO_VENDA,
        VND3.VENDA_TIPO_EQUIPAMEN,
        VND3.VENDA_MARCA_EQUIPAME,
        VND3.VENDA_MODELO_EQUIPAM,
        VND3.VENDA_COMPRADOR,
        VND3.VENDA_LINHA_CREDITO,
        VND3.VENDA_INST_FINANC,
        VND3.VENDA_DATA_PEDIDO,
        VND3.DTAREALIZACAO,
        VND3.VENDA_VALOR_TOTAL
FROM IV_Q$VENDA_EQUIPAMENTO VND3, IV_PROCDADO PPD2 
WHERE PPD2.PROCESSODNA = VND3.PROCESSO) VND
 ON VND.PROCESSO = PRC.Processo   
  LEFT JOIN ( SELECT HIS.PROCESSO, MAX(HIS.SEQHISTORICO) AS SEQ  
  FROM IV_HISTORICO HIS GROUP BY HIS.PROCESSO) Q ON Q.PROCESSO = PRC.PROCESSO  
  LEFT JOIN IV_HISTORICO HIST ON HIST.SEQHISTORICO = Q.SEQ  
  JOIN IVS_PES IVP ON IVP.SEQPESSOA = PDD.SEQPESSOA  
  AND IVP.SEQDEPTO IN ( 2, 25 )  
  JOIN IVS_CARTEIRA CART  
  ON CART.SEQCARTEIRA = IVP.SEQCARTEIRA  
  AND CART.SEQCARTEIRA IN ( #OPT1_ListChave )
  LEFT JOIN IV_RESULTADO RES ON RES.RESULTADO = HIST.RESULTADO  
  LEFT JOIN IV_ACAO ACA ON ACA.ACAO = RES.ACAO 
  LEFT JOIN IVS_PES IVP2 ON IVP2.SeqPessoa = PES.SeqPessoa AND IVP2.SeqDepto = 2 
  LEFT JOIN IVS_CARTEIRA CART2 ON CART2.SeqCarteira = IVP2.SeqCarteira 
  LEFT JOIN IVS_CartDepto CDEP ON CDEP.SeqDepto = 2 AND CART2.SeqCarteira = CDEP.SeqCarteira 
  LEFT JOIN GE_USUARIO RESP ON RESP.CODUSUARIO = HIST.VENDEDOR AND RESP.SEQUSUARIO = CART2.SeqUsrResp 
 LEFT JOIN IVS_PES IVP3 ON IVP3.SeqPessoa = PES.SeqPessoa AND IVP3.SeqDepto = 25 
  LEFT JOIN IVS_CARTEIRA CART3 ON CART3.SeqCarteira = IVP3.SeqCarteira 
  LEFT JOIN IVS_CartDepto CDEP3 ON CDEP3.SeqDepto = 25 AND CART3.SeqCarteira = CDEP3.SeqCarteira 
  LEFT JOIN GE_USUARIO RESP3 ON RESP3.CODUSUARIO = HIST.VENDEDOR and RESP3.SEQUSUARIO = CART3.SeqUsrResp 
 WHERE PDD.CODPROCESSO in ( 31,41, 50 ) 
  AND VND.VENDA_DATA_PEDIDO >= :DT1 
  AND VND.VENDA_DATA_PEDIDO <= :DT2 
  AND PRC.STATUS NOT IN ('VENDA PERDIDA', 'DESISTIU DA COMPRA', 'CANCELADO', 'PEDIDO NÃO APROVADO', 'CREDITO NAO APROVADO', 'DEVOLVIDO') 
  AND PES.STATUS NOT IN ('F') 
 AND (EXISTS (SELECT 1 FROM IV_HISTORICO WHERE RESULTADO=3231 AND PROCESSO = PDD.PROCESSO)  OR 
	 EXISTS (SELECT 1 FROM IV_HISTORICO H3, IV_PROCDADO P3 WHERE H3.RESULTADO=3231 AND H3.Processo = P3.PROCESSODNA AND P3.PROCESSO = PDD.PROCESSO))  
 AND NOT EXISTS (SELECT 1 FROM IV_HISTORICO HH2, IV_ProcStatMonit SMO 
  WHERE HH2.RESULTADO=3231 AND HH2.PROCESSO = PDD.PROCESSO 
  AND SMO.Processo = HH2.PROCESSO 
  AND SMO.Status = 'CREDITO NAO APROVADO' 
  AND SMO.DtaMonit > HH2.DtaRealizacao 
  )  
   
  #LS2_CMD 
  #LS1_CMD 
  #LS3_CMD 
  #LTA
  #LTB
    
 ) XA
JOIN (SELECT _P.PROCESSODNA, 
       _P2.PROCESSO,
	   MAX( _H.DTAREALIZACAO) AS DTAPROCESSO,
	   MAX( CASE WHEN _H.RESULTADO IN (3232, 3663) THEN _H.DtaRealizacao END ) AS DTADNA
		FROM IV_PROCDADO _P, IV_PROCDADO _P2, IV_HISTORICO _H
		WHERE _P2.PROCESSODNA = _P.PROCESSODNA
			AND _H.PROCESSO = _P2.PROCESSO
		GROUP BY _P.PROCESSODNA, _P2.PROCESSO) XP1 ON XP1.Processo = XA.PROCESSO_N
LEFT JOIN IV_HISTORICO XH2 ON XH2.Processo = XP1.Processo AND XH2.DtaRealizacao = XP1.DTADNA
LEFT JOIN IV_RESULTADO XR2 ON XR2.Resultado = XH2.Resultado
LEFT JOIN IV_ACAO XA2 ON XA2.Acao = XH2.AcaoGeradora
JOIN IV_HISTORICO XH3 ON XH3.Processo = XP1.Processo AND XH3.DtaRealizacao = XP1.DTAPROCESSO
JOIN IV_RESULTADO XR3 ON XR3.Resultado = XH3.Resultado
WHERE 1=1
   AND NOT EXISTS (SELECT 1 FROM IV_Q$VENDA_EQUIPAMENTO WHERE VENDA_QTDE_EQUIPAMEN>1 AND PROCESSO = XA.PROCESSO_N AND PROCESSO = XA.PROCESSODNA ) 
  AND EXISTS (SELECT 1 FROM IV_HISTORICO WHERE ACAOGERADORA = 769 AND PROCESSO = XA.PROCESSO_N)
 ORDER BY 1,2,4,5,6 
","JDE_101XN_CarteiraPedido-XX2.qrp","1","Microsoft Sans Serif","8","","","0","","","","","","V:AMAURY","1","0","0","0","28/10/2025 11:29:11","","","",""
"5","FLX001","Resumo do Fluxo","Resumo do Fluxo","","SET LS1_CMD = ' AND EMP.NOMEREDUZIDO = :LS1 ';
SET LS2_CMD = ' AND PROCD.CAMPANHA = :LS2';
SELECT XRES.NROEMPRESA,
               XRES.NOMEREDUZIDO,
               XRES.VENDEDOR,
               RES.DESCREDFULL,               
               PROCD.CAMPANHA,
               PPP.CODPRODUTO,
               XRES.PROCESSO,
               XRES.DTAREALIZACAO,
               PES.NOMERAZAO,
               PES.CIDADE + '-' + PES.UF AS CIDADE, 
               PES.SEQPESSOA, 
               CPRO.DESCRICAO AS DESCRICAO_L,
               CASE COALESCE (PPP.SEQPROCPRODUTO, -9) WHEN 1 THEN 1 WHEN -9 THEN 1 ELSE 0 END AS TIPO
FROM
(
SELECT HIS.NROEMPRESA, 
               EMP.NOMEREDUZIDO,
               HIS.VENDEDOR, 
               HIS.PROCESSO,
               CONVERT ( VARCHAR, MAX ( HIS.DTAREALIZACAO ), 103 ) AS DTAREALIZACAO
FROM IV_HISTORICO HIS
INNER JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = HIS.NROEMPRESA
#LS1_CMD
WHERE     HIS.DTAREALIZACAO >= :DT1
          AND HIS.DTAREALIZACAO <= :DT2

GROUP BY HIS.NROEMPRESA, 
               EMP.NOMEREDUZIDO, 
               HIS.VENDEDOR, 
               HIS.PROCESSO
) XRES
INNER JOIN IV_PROCDADO PROCD ON PROCD.PROCESSO = XRES.PROCESSO 
#LS2_CMD
INNER JOIN IV$RESULTADO RES ON RES.RESULTADO = PROCD.ULTRESULTADO
INNER JOIN GE_PESSOA PES ON PES.SEQPESSOA = PROCD.SEQPESSOA
INNER JOIN IV_PROCESSO CPRO ON CPRO.PROCESSO = PROCD.PROCESSO
LEFT   JOIN IV_PROCPRODUTO PPP ON PPP.PROCESSO = PROCD.PROCESSO
ORDER BY  2, 3

","FLX01_Resumo_do_Fluxo.QRP","0","Microsoft Sans Serif","8","Resumo do Fluxo. De #DT1 a #DT2. Empresa: #LS1. Campanha.: #LS2","","0","","","","","","11","1","0","0","1","31/12/1999 00:00:00","","05/04/2023 12:44:06","RHUSSEL.MARQUETTO","22"
"6","JDAF001","JDAF001- Visão Consolidada Satisfação (Serv., Maq., Peça)","JDAF001- Visão Consolidada Satisfação","","SELECT  :SN3 INTO :NRF FROM DUAL;

SELECT CASE WHEN :SN1 =  1 THEN 'Concluídas. '  END INTO :LTF FROM DUAL;

SELECT CASE WHEN :SN2 =  1 THEN 'Produtivos. '  END INTO :LTG FROM DUAL;

SET LS1_CMD = ' EMP.NOMEREDUZIDO = :LS1 AND';

SET LS3_CMD = "" AND ((EXISTS (SELECT 1 FROM IV_CLIENTEATRIB WHERE ATRIBUTO = 'PERFIL CLIENTE SERVIÇOS' AND LISTA = '#LS3' AND SEQPESSOA = HIS.SEQPESSOA) AND '#LS3' <> 'FATURAMENTO ABAIXO DE 30 MIL') OR (NOT EXISTS (SELECT 1 FROM IV_CLIENTEATRIB WHERE ATRIBUTO = 'PERFIL CLIENTE SERVIÇOS' AND SEQPESSOA = HIS.SEQPESSOA) AND '#LS3' = 'FATURAMENTO ABAIXO DE 30 MIL'))"";

SET LS4_CMD = "" AND NOT EXISTS (SELECT 1 FROM IV_CLIENTEATRIB WHERE SEQPESSOA = HIS.SEQPESSOA AND ATRIBUTO = 'PERFIL CLIENTE SERVIÇOS' ) AND :LS3 = 'FATURAMENTO ABAIXO DE 30 MIL'"";

SELECT CASE WHEN :LS4 ='Serviço' THEN '940027' WHEN :LS4 ='Máquina' THEN '940006' WHEN :LS4 ='Peça' THEN '940030' ELSE '940030, 940006, 940027' END INTO :LTE;

SELECT CASE :SN1 WHEN 1 THEN '  AND RES.CONCLUSIVO = ' + CHAR(39) + 'S'  + CHAR(39) ELSE '' END INTO :LTA FROM DUAL;

SELECT CASE :SN2 WHEN 1 THEN '  AND RES.RESULTADO IN (285, 286, 940126, 940127, 940133, 940134)' ELSE '' END INTO :LTB FROM DUAL;

SELECT CASE :LS2 WHEN 'Diária' THEN 'LEFT(CONVERT (VARCHAR(10), HIS.DTAREALIZACAO, 103), 5)' 
                                  WHEN 'Semanal' THEN CHAR(39) + 'Sem ' + CHAR(39) + ' + CAST ( DATEPART ( WK, HIS.DTAREALIZACAO ) - DATEPART(WK, :DT1) + 1 AS VARCHAR )'
                                  ELSE CHAR(39) + 'Mês ' + CHAR(39) + ' + SUBSTRING( CAST ( DATEPART ( month, HIS.DTAREALIZACAO ) + 100 AS VARCHAR ), 2, 2)' END INTO :LTC FROM DUAL;

SELECT HIS.NROEMPRESA AS EMPRESA,  
       EMP.NOMEREDUZIDO AS DESCEMPRESA,
       CONVERT(VARCHAR(10), HIS.DTAREALIZACAO, 103) AS DATA,
       #LTC AS VISAO,
       HIS.RESULTADO AS RESULTADO,
       RES.DESCRICAO AS DESCRESULTADO,
       1 AS QTDE,
       PES.NOMERAZAO, 
       HIS.DETALHE AS DETALHE_L, 
       HIS.PROCESSO, 
       HIS.CODUSUARIO
FROM IV_HISTORICO HIS
INNER JOIN IV_RESULTADO RES ON RES.RESULTADO = HIS.RESULTADO #LTA #LTB
INNER JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = HIS.NROEMPRESA 
INNER JOIN GE_PESSOA PES ON PES.SEQPESSOA = HIS.SEQPESSOA
WHERE #LS1_CMD
              HIS.DTAREALIZACAO >= :DT1
      AND HIS.DTAREALIZACAO <= :DT2
      AND HIS.ACAOGERADORA IN ( #LTE)

#LS3_CMD

ORDER BY RES.RESULTADO, #LTC
","JD_AF001_visao_consolidada_satisfacao.QRP","1","Microsoft Sans Serif","8","Empresa: #LS1. De #DT1 a #DT2. Visão: #LS2. #LS3. #LTF #LTG. #LS3","","","","","","","","VTCCONS","1","","","","25/03/2015 11:58:00","","22/09/2015 16:46:34","MARCELO.EDER","234"
"7","JDAF009","JDAF009 - Agenda do atendente","JDAF009 - Agenda do atendente","","SELECT (SELECT TIPOUSUARIO FROM GE_USUARIO WHERE CODUSUARIO = :LS2) INTO :LTG FROM DUAL;

SELECT  :SN1 INTO :NRF FROM DUAL;

SELECT  :SN2 INTO :NRE FROM DUAL;

SELECT :SN3 INTO :NRD FROM DUAL;

SELECT '#DT1 à #DT2' INTO :LTA FROM DUAL;

SELECT :NR1 INTO :NRC FROM DUAL;

SELECT CASE :SN3 WHEN 0 THEN 'AGE.DTAAGENDA >= :DT1 AND AGE.DTAAGENDA <= :DT2  AND' ELSE '' END INTO :LTE FROM DUAL;

SELECT CASE :LTG WHEN 'U' THEN ' AND USU.CODUSUARIO = ' + CHAR(39) + '#LS2' + CHAR(39)
ELSE ' AND USU.SEQUSUARIO IN (SELECT USUARIO FROM GE_MEMBRO WHERE GRUPO = (SELECT SEQUSUARIO FROM GE_USUARIO WHERE CODUSUARIO = '
+ CHAR(39) + '#LS2' + CHAR(39) + ') )'
END INTO :LTF;

SELECT AGE.NROEMPRESA AS NROEMPRESA, 
              USU.CODUSUARIO,
              AGE.PROCESSO AS PROCESSO,
              CONVERT ( VARCHAR(12), AGE.DTAAGENDAORIGINAL, 103) AS DTAORIGINAL,
              CONVERT ( VARCHAR(12), AGE.DTAAGENDA, 103) AS DTAAGENDA,
              AGE.SEQPESSOA AS SEQPESSOA,
              PES.NOMERAZAO,
              PES.CIDADE + '-' + PES.UF AS CIDADE,
              ACA.DESCREDUZIDA AS ACAO,
              AGE.DETALHE,
              CONVERT ( VARCHAR(12), AGE.DTAULTRESULTADO, 103) AS DTARESULTADO,
              AGE.ULTRESULTADO AS CODRESULTADO,
              RES.DESCREDUZIDA AS RESULTADO,
/*              DATEDIFF (DAY, ISNULL(AGE.DTAULTRESULTADO, AGE.DTAAGENDA), GETDATE()) AS NDIAS*/
              DATEDIFF (DAY, AGE.DTAAGENDA, GETDATE()) AS NDIAS,
              CASE WHEN DATEDIFF (DAY, AGE.DTAAGENDA, GETDATE()) = 0 THEN '1) Em dia' WHEN DATEDIFF (DAY, AGE.DTAAGENDA, GETDATE()) <= :NR1 THEN '2) No Prazo' ELSE '3) Atrasado' END AS AGENDA
FROM IV_AGENDA AGE
INNER JOIN GE_PESSOA PES ON PES.SEQPESSOA = AGE.SEQPESSOA
INNER JOIN GE_USUARIO USU ON USU.SEQUSUARIO = AGE.SEQUSUARIO #LTF
INNER JOIN IV_ACAO ACA ON ACA.ACAO = AGE.ACAO
INNER JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = AGE.NROEMPRESA
LEFT JOIN IV_RESULTADO RES ON RES.RESULTADO = AGE.ULTRESULTADO
WHERE #LTE 
               AGE.REALIZADA = 'N'
      AND AGE.ACAO IN  ( #OPT1_ListChave   )
ORDER BY USU.CODUSUARIO, AGE.DTAAGENDA","JD_AF009_Agenda.QRP","1","Microsoft Sans Serif","8","Grupo/usuário.: #LS2. Dias considerado atraso: #NR1.","","","","","","","","VTCCONS","1","","","","17/10/2012 10:24:00","","14/02/2024 13:26:54","NETO.PRADO","457"
