"SeqCampanha","Campanha","Descricao","Detalhe","Grupo","DtaInicio","DtaFim","EmUso","UsuInclusao","DtaInclusao","UsuAlteracao","DtaAlteracao","ProvedorSmsPL","Resultado","PrioridadeMail2Easy","DetHistorico","PRIORIDADEALLIN","PRIORIDADEEMAIL","PRIORIDADESMS","PRIORIDADECORREIO","SEQTXTPADRAO","INDINTERATIVO","CODCAMPANHA","SEQCONTEUDO","SEQFORMULARIO","SEQEMAILTEMPLATE","PROVEDOREMAILPL","EMAILHORAINI","EMAILHORAFIM","SMSHORAINI","SMSHORAFIM","QTDMSG","IDULTUPLOAD"
"189","DIA D 2023","DIA D 2023","DIA D 2023","VENDAS","16/11/2023 00:00:00","31/12/2023 00:00:00","0","VANESSA.ALVES","16/11/2023 00:00:00","VANESSA.ALVES","16/11/2023 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"190","PROSP_SEEDZ_2024","PROSP_SEEDZ_2024","PROSP_SEEDZ","VENDAS","01/01/2024 00:00:00","31/12/2024 00:00:00","0","VANESSA.ALVES","22/12/2023 00:00:00","VANESSA.ALVES","22/12/2023 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"191","REATIVACAO_POPS24","REATIVACAO POPS","Reativar Clientes POPs
A métrica para 2024 aos coordenadores é fazer contato com ao menos 20 clientes por semana, média de 04 clientes por dia. Neste contato, farão o levantamento do histórico chass","VENDAS","28/12/2023 00:00:00","31/12/2024 00:00:00","0","VANESSA.ALVES","28/12/2023 00:00:00","VANESSA.ALVES","28/12/2023 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"192","NEOWAY","NEOWAY","Potenciais clientes extraídos da plataforma NEOWAY e prospectados","VENDAS","15/02/2024 00:00:00","31/12/2024 00:00:00","0","VANESSA.ALVES","15/02/2024 00:00:00","VANESSA.ALVES","15/02/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"193","PROSP_ATIVA","PROSP_ATIVA24","Prospecção ativa utilizando listas inteligentes","VENDAS","05/06/2024 00:00:00","31/12/2024 00:00:00","0","VANESSA.ALVES","23/04/2024 00:00:00","VANESSA.ALVES","23/04/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"194","PROSP_WHATS","PROSP_WHATS24","Prospecção via whats app - envio em massa","VENDAS","01/05/2024 00:00:00","31/12/2024 00:00:00","0","VANESSA.ALVES","23/04/2024 00:00:00","VANESSA.ALVES","23/04/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"195","PROSP_DIGITAL24","PROSP_DIGITAL24","Cliente originado via canaius digitais","VENDAS","05/06/2024 00:00:00","31/12/2024 00:00:00","0","VANESSA.ALVES","23/04/2024 00:00:00","VANESSA.ALVES","23/04/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"196","AGRISHOW _PV_24","AGRISHOW _PV_24","Seleção de clientes inativos para prospecção com objetivo de convidá-los a aproveitarem as promoções Agrishow 2024","VENDAS","25/04/2024 00:00:00","31/05/2024 00:00:00","0","VANESSA.ALVES","25/04/2024 00:00:00","VANESSA.ALVES","25/04/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"197","PROSP_NOVO24","PROSP_NOVO24","Novo potencial cliente identificado via plataformas digitais ( Eemovel, Neoway, Etc)","VENDAS","05/06/2024 00:00:00","31/12/2024 00:00:00","0","VANESSA.ALVES","08/05/2024 00:00:00","VANESSA.ALVES","08/05/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"198","LEAD RD STATION","CONDIÇÕES 3036EN","CONDIÇÕES TRATORES UTILITÁRIOS","VENDAS","25/10/2024 00:00:00","25/10/2024 00:00:00","1","NETO.PRADO","25/10/2024 00:00:00","NETO.PRADO","25/10/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"199","INATIVOS PEÇAS","INATIVOS PECAS","Clientes na carteira de peças sem compra nos últimos 90 dias","VENDAS","08/11/2024 00:00:00","31/12/2025 00:00:00","1","VANESSA.ALVES","08/11/2024 00:00:00","VANESSA.ALVES","08/11/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"200","ATIVOS PEÇAS","ATIVOS PECAS","Clientes na carteira de peças, serão trabalhados em ação especial pelo time digital","VENDAS","08/11/2024 00:00:00","31/12/2025 00:00:00","1","VANESSA.ALVES","08/11/2024 00:00:00","VANESSA.ALVES","08/11/2024 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"201","22BM104A","22BM104A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","08/01/2025 00:00:00","31/07/2099 00:00:00","1","NETO.PRADO","08/01/2025 00:00:00","NETO.PRADO","08/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"202","22NW159","22NW159 - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"203","23CQ318","23CQ318 - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"204","23RG678","23RG678 - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"205","23YF006A","23YF006A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"206","24NW175","24NW175 - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"207","24NW176A","24NW176A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"208","24NW176B","24NW176B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"209","24NW176C","24NW176C - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"210","22CQ312","22CQ312 - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"211","23CQ319B","23CQ319B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"213","23YF006B","23YF006B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"214","24BM114A","24BM114A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"215","24CQ328B","24CQ328B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"216","24CQ324B","24CQ324B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"217","22PC105","22PC105 - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"218","24BM112B","24BM112B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"219","24NW172B","24NW172B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"220","24NW181A","24NW181A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","09/01/2025 00:00:00","09/01/2099 00:00:00","1","MATHEUS.AUGUSTO","09/01/2025 00:00:00","MATHEUS.AUGUSTO","09/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"221","EE ALT","EE ALT","Clientes EEmovel contato sem sucesso de Altinópolis","VENDAS","30/01/2025 00:00:00","30/12/2025 00:00:00","1","JULIANA.BATISTA","30/01/2025 00:00:00","JULIANA.BATISTA","30/01/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"222","TRACBEL_SHOW25","TRACBEL_SHOW25","Feirão de usados e implementos (grupo Tracbel)","VENDAS","10/03/2025 00:00:00","31/03/2025 00:00:00","0","VANESSA.ALVES","10/03/2025 00:00:00","VANESSA.ALVES","10/03/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"223","CONSORCIO DIGITAL","CONSORCIO DIGITAL","LEADS RANDON","VENDAS","17/03/2025 00:00:00","31/12/2025 00:00:00","1","VANESSA.ALVES","17/03/2025 00:00:00","VANESSA.ALVES","17/03/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"224","MAQ_QUALIFICAR","MAQ_QUALIFICAR","Lista de cliente na carteira MAQ_QUALIFICAR para qualificação","VENDAS","19/03/2025 00:00:00","31/12/2026 00:00:00","1","VANESSA.ALVES","19/03/2025 00:00:00","VANESSA.ALVES","19/03/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"225","AGRISHOW 2025","AGRISHOW 2025","Pedidos tirados na Agrishow 2025.","VENDAS","05/05/2025 00:00:00","09/05/2025 00:00:00","1","NETO.PRADO","05/05/2025 00:00:00","NETO.PRADO","05/05/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"226","24NW180A","24NW180A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","28/05/2025 00:00:00","28/05/2099 00:00:00","1","MATHEUS.AUGUSTO","28/05/2025 00:00:00","MATHEUS.AUGUSTO","28/05/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"227","25NW185A","25NW185A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","22/07/2025 00:00:00","22/07/2099 00:00:00","1","MATHEUS.AUGUSTO","22/07/2025 00:00:00","MATHEUS.AUGUSTO","22/07/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"228","25CQ334B","25CQ334B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","","24/07/2025 00:00:00","31/12/2099 00:00:00","1","MATHEUS.AUGUSTO","24/07/2025 00:00:00","MATHEUS.AUGUSTO","24/07/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"229","JD DAY","JD DAY","Uma semana especial da Jhon Deere","VENDAS","30/07/2025 00:00:00","30/08/2025 00:00:00","1","RICARDO.MORETTI","01/08/2025 00:00:00","RICARDO.MORETTI","01/08/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"230","25NW185B","25NW185B - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","23/09/2025 00:00:00","23/09/2030 00:00:00","1","RICARDO.MORETTI","12/09/2025 00:00:00","RICARDO.MORETTI","12/09/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"231","25NW183A","25NW183A - PMP OBRIGATÓRIO","PMP OBRIGATÓRIO","VENDAS","12/09/2025 00:00:00","12/09/2030 00:00:00","1","RICARDO.MORETTI","12/09/2025 00:00:00","RICARDO.MORETTI","12/09/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"232","25NW183B","25NW183B - PMP OBRIGATORIO","PMP OBRIGATORIO","VENDAS","23/09/2025 00:00:00","23/09/2030 00:00:00","1","RICARDO.MORETTI","23/09/2025 00:00:00","RICARDO.MORETTI","23/09/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"233","LIQUIDA ZERO VENDAS","LIQUIDA ZERO VENDAS","LIQUIDA ZERO VENDAS","VENDAS","26/09/2025 00:00:00","31/10/2025 00:00:00","1","MATHEUS.AUGUSTO","26/09/2025 00:00:00","MATHEUS.AUGUSTO","26/09/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"234","CAMPANHA DIGITAL","CAMPANHA DIGITAL","Monitoramento de pedidos","VENDAS","01/09/2025 00:00:00","30/10/2025 00:00:00","1","RICARDO.MORETTI","29/09/2025 00:00:00","RICARDO.MORETTI","29/09/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"235","RUMO AOS 1100","RUMO AOS 1100","controlando bonus novos.","VENDAS","09/10/2025 00:00:00","09/10/2030 00:00:00","1","RICARDO.MORETTI","09/10/2025 00:00:00","RICARDO.MORETTI","09/10/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"236","GRANJA_RP25","GRANJA_RP25","Ação comercial realizada pelo time digital com objetivo de identificar, qualificar potenciais granjas.

Selecionado potenciais via Neoway, qualificados via Lemit e prospectado via time digital.","","30/10/2025 00:00:00","31/12/2026 00:00:00","1","VANESSA.ALVES","30/10/2025 00:00:00","VANESSA.ALVES","30/10/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"237","TRACBLACK SEMINOVOS25","TRACBLACK SEMINOVOS25","TRACBLACK SEMINOVOS25","VENDAS","11/11/2025 00:00:00","11/11/2026 00:00:00","1","VANESSA.ALVES","11/11/2025 00:00:00","VANESSA.ALVES","11/11/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"238","BLACK NOVEMBER 2025","BLACK NOVEMBER 2025","BLACK NOVEMBER 2025","VENDAS","11/11/2025 00:00:00","30/11/2025 00:00:00","1","RICARDO.MORETTI","11/11/2025 00:00:00","RICARDO.MORETTI","11/11/2025 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"239","SEM CAMPANHA","SEM CAMPANHA","SEM CAMPANHA","VENDAS","30/01/2026 00:00:00","31/12/2049 00:00:00","1","MATHEUS.AUGUSTO","30/01/2026 00:00:00","MATHEUS.AUGUSTO","30/01/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"240","VERAO TRACBELAGRO26","VERAO TRACBELAGRO26","VERAO TRACBELAGRO26","","03/02/2026 00:00:00","03/02/2027 00:00:00","1","VANESSA.ALVES","03/02/2026 00:00:00","VANESSA.ALVES","03/02/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"241","DIA DE TECNOLOGIA CAFEEIRA 26","DIA DE TECNOLOGIA CAFEEIRA 26","evento unidde de franca","VENDAS","24/02/2026 00:00:00","24/04/2026 00:00:00","1","VANESSA.ALVES","24/02/2026 00:00:00","VANESSA.ALVES","24/02/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"242","TRACBEL_SHOW26","TRACBEL_SHOW26","Feirão de usados e implementos (grupo Tracbel)","VENDAS","01/03/2026 00:00:00","31/07/2026 00:00:00","1","RICARDO.MORETTI","06/03/2026 00:00:00","RICARDO.MORETTI","06/03/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"243","CASA_JD26","CASA_JD26","Evento ""Casa John Deere""","VENDAS","06/03/2026 00:00:00","06/07/2026 00:00:00","1","RICARDO.MORETTI","06/03/2026 00:00:00","RICARDO.MORETTI","06/03/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"244","TRACBEL SHOW 2026","Tracbel Show 2026","Tracbel Show 2026","Tracbel Show 2026","09/03/2026 00:00:00","31/12/2026 00:00:00","0","VANESSA.ALVES","09/03/2026 00:00:00","VANESSA.ALVES","09/03/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"246","EEMOVEL_","EEMOVEL","EEMOVEL","VENDAS","19/03/2026 00:00:00","19/03/2026 00:00:00","0","VANESSA.ALVES","19/03/2026 00:00:00","VANESSA.ALVES","19/03/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"247","EEMOVEL_26","EEMOVEL_26","EEMOVEL_26","VENDAS","19/03/2026 00:00:00","31/12/2026 00:00:00","1","VANESSA.ALVES","19/03/2026 00:00:00","VANESSA.ALVES","19/03/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
"248","AGRISHOW 2026","AGRISHOW 2026","Pedidos tirados na agrishow 2026.","VENDAS","27/04/2026 00:00:00","08/05/2026 00:00:00","1","MATHEUS.AUGUSTO","27/04/2026 00:00:00","MATHEUS.AUGUSTO","27/04/2026 00:00:00","","","","","","","","","","","","","","","","","","","","",""
