"SeqAcaoAuto","Pcte","NroEmpresa","Resultado","ResultadoCmpl","Acao","SeqUsuario","AssuntoCmpl","Operacao","UsaObjDyn","Exigida","GerarPara","FormaGeracao","QtdeDias","QtdeHU","Departamento","AtivoReceptivo","FormaPrimCont","Prioridade","SemConfirmacao","TipoAgendamento","Mesmoprocesso","SeqOrder","CHKSUM","QuebraDNA","EXIGESCOLHAATDGRPO","INDGERAPARAPESPRC","EMUSO","PROPAGAFORMTRAB","SOLICDATAAGD","HORAAGENDA"
"8765","","2","3445","Com Pendência","804","1126","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8766","","3","3445","Com Pendência","804","1124","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8767","","9","3445","Com Pendência","804","1123","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8768","","14","3445","Com Pendência","804","1256","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8769","","11","3445","Com Pendência","804","1125","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8770","","4","3445","Com Pendência","804","1158","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8771","","12","3445","Com Pendência","804","1127","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8772","","5","3445","Com Pendência","804","1159","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8773","","15","3445","Com Pendência","804","1257","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8774","","10","3445","Com Pendência","804","1160","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8775","","18","3445","Com Pendência","804","1260","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8776","","7","3445","Com Pendência","804","1122","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8777","","1","3445","Com Pendência","804","1121","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8778","","13","3445","Com Pendência","804","1255","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8779","","17","3445","Com Pendência","804","1259","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8780","","16","3445","Com Pendência","804","1258","Formalização: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8781","","2","3447","","807","1126","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8782","","3","3447","","807","1124","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8783","","9","3447","","807","1123","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8784","","14","3447","","807","1256","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8785","","11","3447","","807","1125","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8786","","4","3447","","807","1158","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8787","","12","3447","","807","1127","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8788","","5","3447","","807","1159","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8789","","15","3447","","807","1257","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8790","","10","3447","","807","1160","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8791","","18","3447","","807","1260","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8792","","7","3447","","807","1122","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8793","","1","3447","","807","1121","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8794","","13","3447","","807","1255","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8795","","17","3447","","807","1259","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8796","","16","3447","","807","1258","Faturamento Autorizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8797","","","3448","","767","-15","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8798","","","3449","","767","-15","Venda Perdida","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8799","","","3466","Protocolado","814","0","Protocolado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8800","","2","3466","Recebido","846","1126","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8801","","3","3466","Recebido","846","1124","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8802","","9","3466","Recebido","846","1123","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8803","","14","3466","Recebido","846","1256","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8804","","11","3466","Recebido","846","1125","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8805","","4","3466","Recebido","846","1158","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8806","","12","3466","Recebido","846","1127","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8807","","5","3466","Recebido","846","1159","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8808","","15","3466","Recebido","846","1257","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8809","","10","3466","Recebido","846","1160","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8810","","18","3466","Recebido","846","1260","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8811","","7","3466","Recebido","846","1122","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8812","","1","3466","Recebido","846","1121","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8813","","13","3466","Recebido","846","1255","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8814","","17","3466","Recebido","846","1259","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8815","","16","3466","Recebido","846","1258","Recebimento Realizado","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8816","","2","3467","","816","1126","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8817","","3","3467","","816","1124","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8818","","9","3467","","816","1123","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8819","","14","3467","","816","1256","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8820","","11","3467","","816","1125","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8821","","4","3467","","816","1158","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8822","","12","3467","","816","1127","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8823","","5","3467","","816","1159","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8824","","15","3467","","816","1257","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8825","","10","3467","","816","1160","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8826","","18","3467","","816","1260","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8827","","7","3467","","816","1122","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8828","","1","3467","","816","1121","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8829","","13","3467","","816","1255","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8830","","17","3467","","816","1259","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8831","","16","3467","","816","1258","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8832","","","3472","Financiamento/Consórcio","814","0","Recebimento: Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8833","","","3406","","824","1380","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","0","0","0",""
"8834","","","3502","","808","910","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8835","","","2548","","825","1382","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","0",""
"8836","","2","2717","Não Possui Peça","641","1094","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8837","","3","2717","Não Possui Peça","641","1095","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8838","","9","2717","Não Possui Peça","641","1100","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8839","","14","2717","Não Possui Peça","641","1102","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","0",""
"8840","","11","2717","Não Possui Peça","641","1099","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8841","","4","2717","Não Possui Peça","641","1096","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8842","","12","2717","Não Possui Peça","641","1130","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8843","","5","2717","Não Possui Peça","641","1129","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8844","","15","2717","Não Possui Peça","641","1103","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8845","","10","2717","Não Possui Peça","641","1098","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8846","","18","2717","Não Possui Peça","641","1106","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8847","","7","2717","Não Possui Peça","641","1097","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8848","","1","2717","Não Possui Peça","641","1093","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8849","","13","2717","Não Possui Peça","641","1101","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8850","","17","2717","Não Possui Peça","641","1105","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8851","","16","2717","Não Possui Peça","641","1104","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8852","","2","2717","Possui Peça","669","1108","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8853","","3","2717","Possui Peça","669","1109","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8854","","9","2717","Possui Peça","669","1114","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8855","","14","2717","Possui Peça","669","1116","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8856","","11","2717","Possui Peça","669","1113","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8857","","4","2717","Possui Peça","669","1110","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8858","","12","2717","Possui Peça","669","1144","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8859","","5","2717","Possui Peça","669","1143","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8860","","15","2717","Possui Peça","669","1117","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8861","","10","2717","Possui Peça","669","1112","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8862","","18","2717","Possui Peça","669","1120","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8863","","7","2717","Possui Peça","669","1111","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8864","","1","2717","Possui Peça","669","1107","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8865","","13","2717","Possui Peça","669","1115","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8866","","17","2717","Possui Peça","669","1119","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8867","","16","2717","Possui Peça","669","1118","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8868","","","3531","Parcela 01","832","867","Parcela 1 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8869","","","3531","Parcela 02","832","867","Parcela 2 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8870","","","3531","Parcela 03","832","867","Parcela 3 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8871","","","3531","Parcela 04","832","867","Parcela 4 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8872","","","3531","Parcela 05","832","867","Parcela 5 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8873","","","3531","Parcela 06","832","867","Parcela 6 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8874","","","3531","Parcela 07","832","867","Parcela 7 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8875","","","3531","Parcela 08","832","867","Parcela 8 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8876","","","3531","Parcela 09","832","867","Parcela 9 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8877","","","3531","Parcela 10","832","867","Parcela 10 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8878","","","3531","Parcela 11","832","867","Parcela 11 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8879","","","3531","Parcela 12","832","867","Parcela 12 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8880","","","3529","","834","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8881","","","3531","Pagamento Total","834","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8882","","","3507","","827","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8884","","","3518","","830","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8885","","","3519","","831","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8886","","","3524","","832","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8887","","","3527","","828","867","Apólice Emitida","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8888","","","3530","","833","867","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8889","","","3533","","832","867","Pagto Negociado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8890","","","3512","","828","867","","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8891","","","3534","","826","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8892","","","3516","","826","0","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8893","","","2352","","768","-15","","","0","S","","","0","0,00","","A","","2","N","A","N","100","","0","0","0","1","0","0",""
"8894","","","3543","","826","0","Desistiu da Renovação","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8895","","","3544","","826","0","Venda Perdida Renovação","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8896","","","3552","","834","867","Nova Renovação","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8897","","","3554","Parcela 01","838","867","Parcela 1 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8898","","","3554","Parcela 02","838","867","Parcela 2 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8899","","","3554","Parcela 03","838","867","Parcela 3 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8900","","","3554","Parcela 04","838","867","Parcela 4 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8901","","","3554","Parcela 05","838","867","Parcela 5 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8902","","","3554","Parcela 06","838","867","Parcela 6 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8903","","","3554","Parcela 07","838","867","Parcela 7 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8904","","","3554","Parcela 08","838","867","Parcela 8 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8905","","","3554","Parcela 09","838","867","Parcela 9 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8906","","","3554","Parcela 10","838","867","Parcela 10 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8907","","","3554","Parcela 11","838","867","Parcela 11 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8908","","","3554","Parcela 12","838","867","Parcela 12 de 12","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8909","","","3554","Pago Total","834","867","Nova Renovação","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8910","","","3556","","838","867","Negociado","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8911","","","3560","","836","867","Apólice Emitida","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8912","","","3563","","826","867","Cancelou Pagamento","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8913","","","3565","","826","0","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8914","","","3566","","826","0","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8915","","","3567","","826","0","Desistiu da Compra","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8916","","","3568","","382","1247","Saldo Fidelidade","","0","S","","","0","0,00","","A","","2","N","A","S","1","","0","0","0","1","0","",""
"8917","","","3239","Com Seminovos","771","1083","Venda com Seminovos","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8918","","2","3570","Com Pendência","611","1126","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8919","","3","3570","Com Pendência","611","1124","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8920","","9","3570","Com Pendência","611","1123","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8921","","14","3570","Com Pendência","611","1256","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8922","","11","3570","Com Pendência","611","1125","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8923","","4","3570","Com Pendência","611","1158","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8924","","12","3570","Com Pendência","611","1127","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8925","","5","3570","Com Pendência","611","1159","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8926","","15","3570","Com Pendência","611","1257","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8927","","10","3570","Com Pendência","611","1160","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8928","","18","3570","Com Pendência","611","1260","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8929","","7","3570","Com Pendência","611","1122","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8930","","1","3570","Com Pendência","611","1121","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8931","","13","3570","Com Pendência","611","1255","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8932","","17","3570","Com Pendência","611","1259","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8933","","16","3570","Com Pendência","611","1258","Com Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8934","","","3570","Sem Pendência","597","0","Sem Pendência","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","",""
"8935","","","3242","","767","-15","","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","0","0","0",""
"8936","","","1586","Máquina Usada","768","0","Prospecção","","0","S","","","0","0,00","","A","","0","N","A","N","100","","0","0","0","1","0","0",""
"8937","","","3232","","864","863","","","0","S","","","0","0,00","","A","","2","N","A","S","100","","0","0","0","1","0","0",""
"8938","","3","3239","Sem Seminovos","772","1124","Sem Seminovos","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8939","","9","3239","Sem Seminovos","772","1123","Sem Seminovos","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8940","","14","3239","Sem Seminovos","772","1256","Sem Seminovos","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8941","","11","3239","Sem Seminovos","772","1125","Sem Seminovos","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8942","","4","3239","Sem Seminovos","772","1158","Sem Seminovos","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8943","","12","3239","Sem Seminovos","772","1127","Sem Seminovos","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
"8944","","5","3239","Sem Seminovos","772","1159","Sem Seminovos","","0","S","","","0","0,00","","A","","2","S","A","S","100","","0","0","0","1","0","",""
