"CODAPLICACAO","CHAVEAPLICACAO","NROEMPRESA","SEQPOLSEG","PERMISSAO"
"IV_GLOBALPAR","27","0","0","16"
"IV_GLOBALPAR","27","0","1","4"
"IV_GLOBALPAR","28","0","0","16"
"IV_GLOBALPAR","28","0","6","32"
"IV_GLOBALPAR","29","0","0","16"
"IV_GLOBALPAR","30","0","0","16"
"IV_GLOBALPAR","30","0","1","32"
"IV_GLOBALPAR","31","0","0","16"
"IV_GLOBALPAR","32","0","0","16"
"IV_GLOBALPAR","9400","0","0","8"
"IV_GLOBALPAR","9401","0","0","8"
"IV_GLOBALPAR","9401","0","2","16"
"IV_GLOBALPAR","9402","0","0","8"
"IV_GLOBALPAR","9403","0","0","8"
"IV_GLOBALPAR","9403","0","4","16"
"IV_GLOBALPAR","9404","0","0","8"
"IV_GLOBALPAR","9405","0","0","8"
"IV_GLOBALPAR","9406","0","0","8"
"IV_GLOBALPAR","9406","0","1","32"
"IV_GLOBALPAR","9407","0","0","8"
"IV_GLOBALPAR","9407","0","2","8"
"IV_GLOBALPAR","9408","0","0","8"
"IV_GLOBALPAR","9409","0","0","8"
"IV_GLOBALPAR","9410","0","0","8"
"IV_GLOBALPAR","9411","0","0","8"
"IV_GLOBALPAR","9411","0","1","32"
"IV_GLOBALPAR","9411","0","2","8"
"IV_GLOBALPAR","9411","0","3","16"
"IV_GLOBALPAR","9411","0","4","8"
"IV_GLOBALPAR","9412","0","0","32"
"IV_GLOBALPAR","9412","0","1","32"
"IV_GLOBALPAR","9412","0","2","32"
"IV_GLOBALPAR","9412","0","3","32"
"IV_GLOBALPAR","9412","0","4","32"
"IV_GLOBALPAR","9413","0","0","8"
"IV_GLOBALPAR","9415","0","0","16"
"IV_GLOBALPAR","9415","0","1","32"
"IV_GLOBALPAR","9415","0","2","16"
"IV_GLOBALPAR","9415","0","3","32"
"IV_GLOBALPAR","9415","0","4","32"
"IV_GLOBALPAR","9416","0","0","16"
"IV_GLOBALPAR","9416","0","1","16"
"IV_GLOBALPAR","9416","0","2","16"
"IV_GLOBALPAR","9416","0","3","16"
"IV_GLOBALPAR","9416","0","4","16"
"PRLST_CRMPES_FAIXAFATURA","165","0","0","8"
"PRLST_CRMPES_FAIXAFATURA","165","0","1","8"
"PRLST_CRMPES_FAIXAFATURA","165","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","165","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","165","0","4","8"
"PRLST_CRMPES_FAIXAFATURA","167","0","2","2"
"PRLST_CRMPES_FAIXAFATURA","184","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","184","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","184","0","4","8"
"PRLST_CRMPES_FAIXAFATURA","185","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","185","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","185","0","4","8"
"PRLST_CRMPES_FAIXAFATURA","186","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","186","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","186","0","4","8"
"PRLST_CRMPES_FAIXAFATURA","187","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","187","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","187","0","4","8"
"PRLST_CRMPES_FAIXAFATURA","188","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","188","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","188","0","4","8"
"PRLST_CRMPES_FAIXAFATURA","189","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","189","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","189","0","4","8"
"PRLST_CRMPES_FAIXAFATURA","265","0","2","8"
"PRLST_CRMPES_FAIXAFATURA","265","0","3","8"
"PRLST_CRMPES_FAIXAFATURA","265","0","4","8"
"PRLST_CRMPES_FAIXARENDA","211","0","0","16"
"PRLST_CRMPES_FAIXARENDA","211","0","1","16"
"PRLST_CRMPES_FAIXARENDA","211","0","2","16"
"PRLST_CRMPES_FAIXARENDA","211","0","3","16"
"PRLST_CRMPES_FAIXARENDA","211","0","4","16"
"PRLST_CRMPES_TIPOFONE","69","0","0","32"
"PRLST_CRMPES_TIPOFONE","69","0","1","32"
"PRLST_CRMPES_TIPOFONE","69","0","2","8"
"PRLST_CRMPES_TIPOFONE","69","0","3","32"
"PRLST_CRMPES_TIPOFONE","69","0","4","4"
"PRLST_CRMPES_TIPOFONE","70","0","0","8"
"PRLST_CRMPES_TIPOFONE","70","0","1","32"
"PRLST_CRMPES_TIPOFONE","70","0","2","8"
"PRLST_CRMPES_TIPOFONE","70","0","3","32"
"PRLST_CRMPES_TIPOFONE","70","0","4","32"
"PRLST_CRMPES_TIPOFONE","71","0","0","8"
"PRLST_CRMPES_TIPOFONE","71","0","1","32"
"PRLST_CRMPES_TIPOFONE","71","0","2","8"
"PRLST_CRMPES_TIPOFONE","71","0","3","32"
"PRLST_CRMPES_TIPOFONE","71","0","4","32"
