"SeqPolSeg","Param1","Param2","Param3","Str","UsuAlteracao","DtaAlteracao"
"2","TBLCOLHIDEN","IVS2HST01_AnaliseHistorico","tblMostra","#clsVendedor#,#","MATHEUS.AUGUSTO","30/01/2025 16:29:04"
