"SeqUsrMeta","CodProcesso","SeqUsuario","DtaReferencia","NroEmpresa","QtdProspec","QtdContato","QtdVenda","QtdeDemo","VlrVenda","Obs","UsuAlteracao","DtaAlteracao"
"1","9409","402","01/02/2017 00:00:00","1","","","","","86218,60","","VANESSA.ALVES","24/02/2017 00:00:00"
