"SeqPar","SeqGlbPar","NroEmpresa","Campo1","Campo2","Campo3","Campo4","Campo5","Campo6","Numero1","Numero2","Numero3","Numero4","Numero5","Numero6","Data1","Data2","Data3","Data4","Data5","Data6","Literal1","Literal2","Literal3","Literal4","Literal5","Literal6","Literal7","Literal8","Literal9","Literal10","DtaAlteracao","UsuAlteracao","SimNao1","SimNao2","SimNao3","SimNao4","SimNao5","SimNao6","SimNao7","SimNao8","SimNao9","SimNao10"
"2967","9409","0","","Forrag de Arrasto","","","","","","","","","","","","","","","","","","","","","","","","","","","15/02/2012 21:25:00","VTCCONS","","","","","","","","","",""
"2968","9409","0","","Forrag auto-propelid","","","","","","","","","","","","","","","","","","","","","","","","","","","15/02/2012 21:25:00","VTCCONS","","","","","","","","","",""
"2969","9409","0","","Enfardadoura","","","","","","","","","","","","","","","","","","","","","","","","","","","18/12/2014 18:11:00","VTCCONS","","","","","","","","","",""
"2970","9409","0","","Segadora","","","","","","","","","","","","","","","","","","","","","","","","","","","15/02/2012 21:25:00","VTCCONS","","","","","","","","","",""
"2971","9409","0","","Plataforma da Forrag","","","","","","","","","","","","","","","","","","","","","","","","","","","15/02/2012 21:25:00","VTCCONS","","","","","","","","","",""
"2973","9412","2","John Deere","John Deere","","","","","","","","","","","","","","","","","John Deere","","","","","","","","","","13/04/2016 10:54:00","VTCCONS","","","","","","","","","",""
"2975","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Citros","","","","","","","","","","22/02/2018 16:45:00","VANESSA.ALVES","","","","","","","","","",""
"2976","9403","0","","Horticultura","","","","","","","","","","","","","","","","","Hortaliças Folhosas","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2982","9411","0","Action","","","","","","","","","","","","","","","","","","","","","","","","","","","","06/03/2012 10:37:00","VTCCONS","","","","","","","","","",""
"2983","9403","0","","Horticultura","","","","","","","","","","","","","","","","","Legumes","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2984","9403","0","","Horticultura","","","","","","","","","","","","","","","","","Cebola","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2985","9403","0","","Horticultura","","","","","","","","","","","","","","","","","Alho","","","","","","","","","","27/03/2013 18:17:00","VTCCONS","","","","","","","","","",""
"2986","9403","0","","Horticultura","","","","","","","","","","","","","","","","","Batata","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2987","9403","0","","Horticultura","","","","","","","","","","","","","","","","","Tomate","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2988","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Banana","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2989","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Coco","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2990","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Manga","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2991","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Uva","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2992","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Mamão","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2993","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Maracujá","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2994","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Maçã","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2995","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Pêssego","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2996","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Goiaba","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"2997","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Abacate","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3000","9403","0","","Grãos","","","","","","","","","","","","","","","","","Feijão","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3001","9403","0","","Grãos","","","","","","","","","","","","","","","","","Arroz","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3002","9403","0","","Grãos","","","","","","","","","","","","","","","","","Trigo","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3003","9403","0","","Grãos","","","","","","","","","","","","","","","","","Sorgo","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3013","9403","0","","Pecuária","","","","","","","","","","","","","","","","","Mista","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3014","9403","0","","Silvicultura","","","","","","","","","","","","","","","","","Eucalipto","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3015","9403","0","","Silvicultura","","","","","","","","","","","","","","","","","Madeira de Lei","","","","","","","","","","22/03/2012 08:28:00","VTCCONS","","","","","","","","","",""
"3029","9403","0","","Sucroalcooleiro","","","","","","","","","","","","","","","","","Cana de Açúcar","","","","","","","","","","10/11/2016 08:14:00","VANESSA.ALVES","","","","","","","","","",""
"3031","9403","0","","Órgãos Públicos","","","","","","","","","","","","","","","","","Prefeitura","","","","","","","","","","22/03/2012 09:13:00","VTCCONS","","","","","","","","","",""
"3032","9403","0","","Órgãos Públicos","","","","","","","","","","","","","","","","","Governo Estado","","","","","","","","","","22/03/2012 09:13:00","VTCCONS","","","","","","","","","",""
"3033","9403","0","","Órgãos Públicos","","","","","","","","","","","","","","","","","Empresa Assist Técnica","","","","","","","","","","22/03/2012 09:13:00","VTCCONS","","","","","","","","","",""
"3034","9403","0","","Órgãos Públicos","","","","","","","","","","","","","","","","","Empresa de Pesquisa","","","","","","","","","","22/03/2012 09:13:00","VTCCONS","","","","","","","","","",""
"3035","9403","0","","Órgãos Públicos","","","","","","","","","","","","","","","","","Associação","","","","","","","","","","22/02/2018 16:36:00","VANESSA.ALVES","","","","","","","","","",""
"3039","9403","0","","Fruticultura","","","","","","","","","","","","","","","","","Figo","","","","","","","","","","22/03/2012 09:13:00","VTCCONS","","","","","","","","","",""
"9414","1","0","","","","","","","","","","","","","","","","","","","AMAURI DE MATOS","","","","","","","","","","31/05/2012 09:51:00","VTCCONS","","","","","","","","","",""
"9415","1","0","","","","","","","","","","","","","","","","","","","CARLOS ALBERTO PEREZ","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9416","1","0","","","","","","","","","","","","","","","","","","","FRANKLIM EDUARDO BONTEMPO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9417","1","0","","","","","","","","","","","","","","","","","","","EVANDRO LUIZ VALENTIM","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9418","1","0","","","","","","","","","","","","","","","","","","","ADILSON FACAS","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9419","1","0","","","","","","","","","","","","","","","","","","","ANTONIO APARECIDO PEREIRA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9420","1","0","","","","","","","","","","","","","","","","","","","DENILSON MARTINS CALISTO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9421","1","0","","","","","","","","","","","","","","","","","","","DEYVERSON DA SILVA FERNANDES","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9422","1","0","","","","","","","","","","","","","","","","","","","EDIMILSON MARTINS CALISTO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9423","1","0","","","","","","","","","","","","","","","","","","","JOSE FERNANDO BATISTA DINIZ","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9424","1","0","","","","","","","","","","","","","","","","","","","JOSE RAIMUNDO TOZADOR DOS SANTOS","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9425","1","0","","","","","","","","","","","","","","","","","","","LUCILIO PEREIRA DA SILVA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9426","1","0","","","","","","","","","","","","","","","","","","","LUIZ ANTONIO CAMPOS FALEIROS DE LIMA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9427","1","0","","","","","","","","","","","","","","","","","","","LUIZ GONCALVES DOS SANTOS I","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9428","1","0","","","","","","","","","","","","","","","","","","","NELSON ALVES","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9429","1","0","","","","","","","","","","","","","","","","","","","PAULO ROBERTO AMORIM","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9430","1","0","","","","","","","","","","","","","","","","","","","RICARDO ALVES RIBEIRO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9431","1","0","","","","","","","","","","","","","","","","","","","WELTON DOUGLAS DE CARVALHO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9432","1","0","","","","","","","","","","","","","","","","","","","WILSON LUCIANO DOS SANTOS","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9433","1","0","","","","","","","","","","","","","","","","","","","LEOMAR DA SILVA DONIZETE","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9434","1","0","","","","","","","","","","","","","","","","","","","FABRICIO BASILIO DE LIMA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9435","1","0","","","","","","","","","","","","","","","","","","","JEAN CARLO DAVANSO DA COSTA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9436","1","0","","","","","","","","","","","","","","","","","","","MAICON CHAVES LELIS RIBEIRO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9437","1","0","","","","","","","","","","","","","","","","","","","SIDNEI SEBASTIÃO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9438","1","0","","","","","","","","","","","","","","","","","","","TIAGO ALVES PAIXAO CIPRIANO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9439","1","0","","","","","","","","","","","","","","","","","","","ALEXANDRE FRANCISCO MARCELINO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9440","1","0","","","","","","","","","","","","","","","","","","","ALFREDO RODRIGUES DE OLIVEIRA NETO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9441","1","0","","","","","","","","","","","","","","","","","","","ANDRE VERONEZ VITOR","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9442","1","0","","","","","","","","","","","","","","","","","","","EURIPEDES ALENCAR PAES","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9443","1","0","","","","","","","","","","","","","","","","","","","EVERSON ITAMAR DE PAULA OLIVEIRA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9444","1","0","","","","","","","","","","","","","","","","","","","FRANCISCO PAES NETO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9445","1","0","","","","","","","","","","","","","","","","","","","JEAN CARLOS DOS SANTOS RODRIGUES","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9446","1","0","","","","","","","","","","","","","","","","","","","FABIANO ROCHA MUNHOZ","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9447","1","0","","","","","","","","","","","","","","","","","","","FABRICIO DONIZETI ZILLI","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9448","1","0","","","","","","","","","","","","","","","","","","","JOSIMAR MATEUS GUERRA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9449","1","0","","","","","","","","","","","","","","","","","","","LUCAS HENRIQUE DE SOUZA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9450","1","0","","","","","","","","","","","","","","","","","","","REINALDO DE OLIVEIRA GALVAO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9451","1","0","","","","","","","","","","","","","","","","","","","ALESSANDRO RICARDO DE PAULA SILVEIRA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9452","1","0","","","","","","","","","","","","","","","","","","","ADEMIR LUCENTE","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9453","1","0","","","","","","","","","","","","","","","","","","","AMILTON DE PAULA VITOR","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9454","1","0","","","","","","","","","","","","","","","","","","","ANDRE DUARTE DE ARAUJO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9455","1","0","","","","","","","","","","","","","","","","","","","ANTONIO PEREIRA DA SILVA FILHO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9456","1","0","","","","","","","","","","","","","","","","","","","CARLOS ORNELAS DO AMARAL","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9457","1","0","","","","","","","","","","","","","","","","","","","JOSE REGINALDO ALVES DA SILVA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9458","1","0","","","","","","","","","","","","","","","","","","","LEONARDO RUBENS GERALDO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9459","1","0","","","","","","","","","","","","","","","","","","","MARCIO APARECIDO FRANCESCHET","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9460","1","0","","","","","","","","","","","","","","","","","","","MARCO ANTONIO RODOLFO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9461","1","0","","","","","","","","","","","","","","","","","","","MARCOS GONCALVES MARTINS","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9462","1","0","","","","","","","","","","","","","","","","","","","OCTAVIO RICARDO ANTONIO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9463","1","0","","","","","","","","","","","","","","","","","","","PAULO HUMBERTO GOMES PIRES","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9464","1","0","","","","","","","","","","","","","","","","","","","PAULO SERGIO FERRAZ","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9465","1","0","","","","","","","","","","","","","","","","","","","RENAN DA SILVA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9467","1","0","","","","","","","","","","","","","","","","","","","RONI FRANCIS FURQUIM","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9468","1","0","","","","","","","","","","","","","","","","","","","SANDRO CONSTANTINO DA SILVA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9469","1","0","","","","","","","","","","","","","","","","","","","VALTER DA SILVA PROCOPIO","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9470","1","0","","","","","","","","","","","","","","","","","","","JOSE CARLOS SANDRIN JUNIOR","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9471","1","0","","","","","","","","","","","","","","","","","","","JUCINEI DE SOUZA","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9472","1","0","","","","","","","","","","","","","","","","","","","LUCIANO FREIRE LOPES","","","","","","","","","","31/05/2012 14:29:00","VTCCONS","","","","","","","","","",""
"9477","1","0","","","","","","","","","","","","","","","","","","","FABRICIO DA SILVA","","","","","","","","","","18/07/2012 15:23:00","VTCCONS","","","","","","","","","",""
"9478","1","0","","","","","","","","","","","","","","","","","","","GENESIO ROSA DE CASTRO","","","","","","","","","","18/07/2012 15:23:00","VTCCONS","","","","","","","","","",""
"9479","9401","0","John Deere","a) <= 49 CV","","","","","","","","","","","","","","","","","D130","","","","","","","","","","06/02/2017 11:57:00","VANESSA.ALVES","1","","","","","","","","",""
"9480","9401","0","John Deere","a) <= 49 CV","","","","","","","","","","","","","","","","","TDD170","","","","","","","","","","06/02/2017 12:02:00","VANESSA.ALVES","1","","","","","","","","",""
"9481","1","0","","","","","","","","","","","","","","","","","","","RONAN COSME SOARES DA COSTA","","","","","","","","","","01/08/2012 09:01:00","MARCELO.EDER","","","","","","","","","",""
"9482","1","0","","","","","","","","","","","","","","","","","","","ELIEL BARBOSA","","","","","","","","","","01/08/2012 09:01:00","MARCELO.EDER","","","","","","","","","",""
"9484","1","0","","","","","","","","","","","","","","","","","","","ADRIANO APARECIDO ALVES","","","","","","","","","","06/08/2012 13:21:00","MARCELO.EDER","","","","","","","","","",""
"9485","9415","0","","","","","","","","","","","","","","","","","","","Banco John Deere","","","","","","","","","","16/08/2012 13:07:00","VTCCONS","","","","","","","","","",""
"9486","9415","0","","","","","","","1,00","","","","","","","","","","","","Banco do Brasil Agencia","","","","","","","","","","13/04/2022 14:12:00","DIEGO.MARQUES","","","","","","","","","",""
"9487","9415","0","","","","","","","237,00","","","","","","","","","","","","Banco Bradesco","","","","","","","","","","13/04/2022 15:08:00","DIEGO.MARQUES","","","","","","","","","",""
"9488","9415","0","","","","","","","33,00","","","","","","","","","","","","Banco Santander","","","","","","","","","","13/04/2022 15:10:00","DIEGO.MARQUES","","","","","","","","","",""
"9489","9415","0","","","","","","","","","","","","","","","","","","","Sicoob","","","","","","","","","","16/08/2012 13:07:00","VTCCONS","","","","","","","","","",""
"9490","9403","0","","Outros","","","","","","","","","","","","","","","","","Pupunha","","","","","","","","","","24/08/2012 07:52:00","MARCELO.EDER","","","","","","","","","",""
"9491","9405","0","John Deere","Corte molinete","Rotor","","","","","","","","","","","","","","","","CS 9470","","","","","","","","","","20/09/2012 10:05:00","MARCELO.EDER","","","","","","","","","",""
"9492","9405","0","John Deere","Corte molinete","Rotor","","","","","","","","","","","","","","","","CS 9570","","","","","","","","","","20/09/2012 10:05:00","MARCELO.EDER","","","","","","","","","",""
"9494","9411","0","John Deere","","","","","","","","","","","","","","","","","","PV 4630","","","","","","","","","","06/03/2025 08:39:00","NETO.PRADO","1","","","","","","","","",""
"9495","9411","0","John Deere","","","","","","","","","","","","","","","","","","PV4730 FIBRA CARBONO","","","","","","","","","","06/03/2025 08:39:00","NETO.PRADO","0","","","","","","","","",""
"9498","9405","0","John Deere","","","","","","","","","","","","","","","","","","CS 9670","","","","","","","","","","20/09/2012 15:13:00","VTCCONS","","","","","","","","","",""
"9499","9405","0","John Deere","","","","","","","","","","","","","","","","","","CS 9770","","","","","","","","","","20/09/2012 15:13:00","VTCCONS","","","","","","","","","",""
"9500","9406","0","John Deere","","","","","","","","","","","","","","","","","","","Deere Bauer","","","","","","","","","11/10/2012 09:43:00","VTCCONS","","","","","","","","","",""
"9501","9406","2","John Deere","","","","","","","","","","","","","","","","","","Não especificado","Hidráulica","","","","","","","","","13/08/2015 14:48:00","VTCCONS","","","","1","","","","","",""
"9502","9406","0","John Deere","","","","","","","","","","","","","","","","","","","Mecânica","","","","","","","","","11/10/2012 09:43:00","VTCCONS","","","","","","","","","",""
"9503","9406","0","John Deere","","","","","","","","","","","","","","","","","","","Vácuo","","","","","","","","","11/10/2012 11:42:00","VTCCONS","","","","","","","","","",""
"9504","9410","0","John Deere","","","","","","","","","","","","","","","","","","","Jardim","","","","","","","","","11/10/2012 09:43:00","VTCCONS","","","","","","","","","",""
"9507","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 7J SF1","","","","","","","","","","30/10/2012 14:21:00","MARCELO.EDER","","","","","","","","","",""
"9509","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 7J SF2","","","","","","","","","","30/10/2012 14:21:00","MARCELO.EDER","","","","","","","","","",""
"9510","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 7J RTK","","","","","","","","","","30/10/2012 14:21:00","MARCELO.EDER","","","","","","","","","",""
"9511","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 6J SF1 Integrado","","","","","","","","","","30/10/2012 14:21:00","MARCELO.EDER","","","","","","","","","",""
"9512","9408","0","John Deere","","","","","","","","","","","","","","","","","","Base RTK","","","","","","","","","","30/10/2012 14:21:00","MARCELO.EDER","","","","","","","","","",""
"9513","9408","0","John Deere","","","","","","","","","","","","","","","","","","Barra de Luz","","","","","","","","","","30/10/2012 14:21:00","MARCELO.EDER","","","","","","","","","",""
"9514","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 6J SF2 Integrado","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9515","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 6J RTK Integrado","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9516","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 6J SF1 Volante ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9517","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 6J SF2 Volante ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9518","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full 6J RTK Volante ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9519","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Colhedora de Cana SF1","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9520","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Colhedora de Cana SF2","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9521","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Colhedora de Cana RTK","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9522","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Pulverizador SF1","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9523","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Pulverizador SF2","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9524","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Pulverizador RTK","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9525","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Colheitadeira SF1","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9526","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Colheitadeira SF2","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9527","9408","0","John Deere","","","","","","","","","","","","","","","","","","Full Colheitadeira RTK","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9528","9408","0","John Deere","","","","","","","","","","","","","","","","","","SF1 Tratores Concorrentes ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9529","9408","0","John Deere","","","","","","","","","","","","","","","","","","SF2 Tratores Concorrentes ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9530","9408","0","John Deere","","","","","","","","","","","","","","","","","","RTK Tratores Concorrentes ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9531","9408","0","John Deere","","","","","","","","","","","","","","","","","","SF1 Tratores Concorrentes Integrado","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9532","9408","0","John Deere","","","","","","","","","","","","","","","","","","SF2 Tratores Concorrentes Integrado","","","","","","","","","","18/12/2014 18:11:00","VTCCONS","","","","","","","","","",""
"9533","9408","0","John Deere","","","","","","","","","","","","","","","","","","RTK Tratores Concorrentes Integrado","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9534","9408","0","John Deere","","","","","","","","","","","","","","","","","","7J SF1","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9535","9408","0","John Deere","","","","","","","","","","","","","","","","","","7J SF2","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9536","9408","0","John Deere","","","","","","","","","","","","","","","","","","7J RTK","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9537","9408","0","John Deere","","","","","","","","","","","","","","","","","","6J SF1 Volante ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9538","9408","0","John Deere","","","","","","","","","","","","","","","","","","6J SF2 Volante ATU","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9539","9408","0","John Deere","","","","","","","","","","","","","","","","","","6J RTK Volante ATU","","","","","","","","","","01/11/2016 10:26:00","VANESSA.ALVES","","","","","","","","","",""
"9540","9408","0","John Deere","","","","","","","","","","","","","","","","","","Colhedora de Cana SF1","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9541","9408","0","John Deere","","","","","","","","","","","","","","","","","","Colhedora de Cana SF2","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9542","9408","0","John Deere","","","","","","","","","","","","","","","","","","Colhedora de Cana RTK","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9543","9408","0","John Deere","","","","","","","","","","","","","","","","","","Pulverizador SF1","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9544","9408","0","John Deere","","","","","","","","","","","","","","","","","","Pulverizador SF2","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9545","9408","0","John Deere","","","","","","","","","","","","","","","","","","Pulverizador RTK","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9546","9408","0","John Deere","","","","","","","","","","","","","","","","","","Colheitadeira SF1","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9547","9408","0","John Deere","","","","","","","","","","","","","","","","","","Colheitadeira SF2","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9548","9408","0","John Deere","","","","","","","","","","","","","","","","","","Colheitadeira RTK","","","","","","","","","","30/10/2012 14:29:00","MARCELO.EDER","","","","","","","","","",""
"9552","9400","0","John Deere","","","","","","","","","","","","","","","","","","ASUS","Forrageira","","","","","","","","","20/08/2015 15:24:00","VTCCONS","0","0","0","0","0","0","0","","1","0"
"9556","9410","0","John Deere","","","","","","","","","","","","","","","","","","GA855DXUV","","","","","","","","","","06/02/2017 11:41:00","VANESSA.ALVES","1","","","","","","","","",""
"9557","9410","0","John Deere","","","","","","","","","","","","","","","","","","GA06X4TH","6X4","","","","","","","","","06/02/2017 11:38:00","VANESSA.ALVES","1","","","","","","","","",""
