"SeqPar","SeqGlbPar","NroEmpresa","Campo1","Campo2","Campo3","Campo4","Campo5","Campo6","Numero1","Numero2","Numero3","Numero4","Numero5","Numero6","Data1","Data2","Data3","Data4","Data5","Data6","Literal1","Literal2","Literal3","Literal4","Literal5","Literal6","Literal7","Literal8","Literal9","Literal10","DtaAlteracao","UsuAlteracao","SimNao1","SimNao2","SimNao3","SimNao4","SimNao5","SimNao6","SimNao7","SimNao8","SimNao9","SimNao10"
"650555","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA S550 GRAOS  JOHN","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650556","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA DE GRAOS JOHN DEERE S770","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650557","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEDORA DE CANA 3520 PNEU MY","COLHEDORA CANA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650558","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 5080E","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650559","15","0","","","","","","","","","","","","","","","","","","","ORION TECNOLOGIA E SISTEMAS AG","TANQUE INOCULANTE 600L","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650560","15","0","","","","","","","","","","","","","","","","","","","GERALDO N. RECKTENWALD E CIA","VAGÃO AGRÍCOLA BASCULANTE 8000KG","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650561","15","0","","","","","","","","","","","","","","","","","","","USADO","TRATOR AGRALE 5065.4","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650562","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 6125J (MAR-I)","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650563","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","GRADE SUPER PEIXE","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650564","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 7515 JOHN DEERE","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650565","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","GRADE ARADORA INTERMEDIARIA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650566","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 6300","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650567","15","0","","","","","","","","","","","","","","","","","","","MASSEY FERGUSON","TRATOR MASSEEY FERGUSON 7415","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650568","15","0","","","","","","","","","","","","","","","","","","","IND E COM DE IMPLEMENTOS TURIM","CARRETA TRANSPORTADORA DE PLATAFORMA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650569","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA 1185  JOHN DEERE","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650570","15","0","","","","","","","","","","","","","","","","","","","NB MAQUINAS LTDA","MISTURADOR JF MIX 11000 V","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650571","15","0","","","","","","","","","","","","","","","","","","","KTRES IND E COM DE EQUIP AGRIC","PODADEIRA LATERAL PIRAMIDE 3000","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650572","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","ROÇADEIRA HIDRAULICA CENT LAT TRANSM DIRETA 1300 C/ 2 FACAS","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650573","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 5090E","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650574","15","0","","","","","","","","","","","","","","","","","","","VICON MAQUINAS AGRICOLAS","TRINCHA LEVE TRL 160H","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650575","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA 9570STS GRAOS JO","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650576","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 5078E MAR-I","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650577","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","RECEPTOR SF7000","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650578","15","0","","","","","","","","","","","","","","","","","","","VALTRA","TRATOR AGRICOLA 900","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650579","15","0","","","","","","","","","","","","","","","","","","","DMB MAQUINAS E IMPLEM AGRICOLA","DISTRIBUIDOR ADUBO CAP. 3,2 T EM LINHA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650580","15","0","","","","","","","","","","","","","","","","","","","DRS PULVERIZADORES","KIT CATACAO PULVERIZADOR MLTSO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650581","15","0","","","","","","","","","","","","","","","","","","","AGRITECH LAVRALE IND MAQ","ENXADA ROTATIVA DESLOCAVEL","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650582","15","0","","","","","","","","","","","","","","","","","","","INDUSTRIAS REUNIDAS COLOMBO","RECOLHEDORA TRILHADORA DE AMENDOIM DOUBLE MASTER VI","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650583","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 7500 JOHN DEERE","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650584","15","0","","","","","","","","","","","","","","","","","","","KO MAQUINAS AGRICOLAS LTDA","KO HCA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650585","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 3041E","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650586","15","0","","","","","","","","","","","","","","","","","","","AGRALE","TRATOR AGRICOLA T575","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650587","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 7815 JOHN DEERE","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650588","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 6145J JOHN DEERE","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650589","15","0","","","","","","","","","","","","","","","","","","","KAMAQ MAQUINAS E IMPLEM AGRIC","ROÇADEIRA KD","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650590","15","0","","","","","","","","","","","","","","","","","","","INDUSTRIAS REUNIDAS COLOMBO","DOUBLE MASTER I - RECOLHEDORA CAFÉ","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650591","15","0","","","","","","","","","","","","","","","","","","","METALPRIME USINAGEM","PA TRASEIRA HIDRAULICA 220 LITROS","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650592","15","0","","","","","","","","","","","","","","","","","","","METALURGICA FALLGATTER LTDA","EMPILHADOR PALLETS GREEN SYSTEM","IMPLEMENTOS JD","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650593","15","0","","","","","","","","","","","","","","","","","","","VICON MAQUINAS AGRICOLAS","TRINCHA LEVE TRL 120H","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650594","15","0","","","","","","","","","","","","","","","","","","","CADIOLI IMPLEMENTOS","PA TRASEIRA HIDRAULICA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650595","15","0","","","","","","","","","","","","","","","","","","","JAN IMPLEMENTOS","PULVERIZADOR AUTOPROPELIDO POWER JET","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650596","15","0","","","","","","","","","","","","","","","","","","","MASSEY FERGUSON","TRATOR AGRICOLA MF 4283","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650597","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","SUBSOLADOR PESADO DE ARRASTO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650598","15","0","","","","","","","","","","","","","","","","","","","CEMAG CEARA MAQUINAS AGRICOLAS","CARRETA HIDRAULICA 4500","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650599","15","0","","","","","","","","","","","","","","","","","","","DMB MAQUINAS E IMPLEM AGRICOLA","ADUBADOR APLICADOR DE INSETICIDA COM DISCOS PARA SOQUEIRA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650600","15","0","","","","","","","","","","","","","","","","","","","NEW HOLLAND AGRICULTURE","TRATOR NEW HOLLAND TM165","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650601","15","0","","","","","","","","","","","","","","","","","","","IKEDA EMPRESARIAL LTDA","AEROMIX ADB","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650602","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","RÁDIO JOHN DEERE RTK 900 MHZ","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650603","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PLATAFORMA DE CORTE 635F JOHN","PLATAFORMA CORTE","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650604","15","0","","","","","","","","","","","","","","","","","","","PRO SOLUS DO BRASIL S/A","PULVERIZADOR DE SULCO TS ELETRICO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650605","15","0","","","","","","","","","","","","","","","","","","","VICON MAQUINAS AGRICOLAS","CANTEIRADEIRA SMART","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650606","15","0","","","","","","","","","","","","","","","","","","","BM DUMONT EQUIP AGRICOLAS LTDA","CARRETA TRANSBORDO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650607","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","475PRO HEADER JOHN DEERE","FORRAGEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650608","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","DISTRIBUIDOR DE NUTRIENTES JOHN DEERE (DRY BOX)","DISTRIBUIDOR NUTR.","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650609","15","0","","","","","","","","","","","","","","","","","","","NEW LEADER COM EQUIP AGRIC SER","DISTRIBUIDOR DE NUTRIENTES DN1006","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650610","15","0","","","","","","","","","","","","","","","","","","","MASSEY FERGUSON","TRATOR AGRICOLA MF4290","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650611","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","PERFURADOR DE SOLO HIDRAULICO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650612","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","GREENSTAR 2 TO GREENSTAR 3 UPGRADE - DISPLAY ACTIVATIONS'","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650613","15","0","","","","","","","","","","","","","","","","","","","AGRALE","TRATOR AGRALE 5075","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650614","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","ARADO SUBSOLADOR TUBULAR HIDRAULICO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650615","15","0","","","","","","","","","","","","","","","","","","","INCOMAGRI MAQUINAS AGRICOLAS","MISTURADOR DE RAÇÃO EM POLIETILENO MIN P DE 300 A 1500KG","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650616","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PULVERIZADOR AUTOPROPELIDO","PULVERIZADOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650648","15","0","","","","","","","","","","","","","","","","","","","PLA MAQUINAS PULV E FERTILIZAD","PULVERIZADOR AGRICOLA AUTOPROPELIDO ORION 250","PULVERIZADOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650649","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","JDLINK M MODEM","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650650","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA S5 500 GRAOS JOHN DEERE","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650651","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 6190J (MAR-I)","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650652","15","0","","","","","","","","","","","","","","","","","","","IMPLEMENTOS AGRICOLAS J.Z LTDA","SUCADOR 1 LINHA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650653","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","ARADO SUBSOLADOR TATU AST","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650654","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","ROCADEIRA HIDRAULICA CENT/LAT C/TRANSM DIRETA1500","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650655","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","SUPER GRADE INTERMEDIARIA CIVEMASA SIC","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650656","15","0","","","","","","","","","","","","","","","","","","","IMPLEMASTER","CABINA AGRICOLA PARA TRATOR COM AR CONDICIONADO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650657","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","REPETIDORA RÁDIO RTK 900 JOHN DEERE","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650658","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","KIT AUTOTRAC UNIVERSAL 300 DA JOHN DEERE","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650659","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA 7200  JOHN DEERE","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650660","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PULVERIZADOR AUTOPROPELIDO PLA 125J","PULVERIZADOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650661","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 7215J (MAR-I)","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650662","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA JOHN DEERE 9970","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650663","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","COBERTURAS PARA PLANTIO DIRETO CPD","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650664","15","0","","","","","","","","","","","","","","","","","","","VALTRA","TRATOR VALTRA BL88","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650665","15","0","","","","","","","","","","","","","","","","","","","INDUSTRIAS REUNIDAS COLOMBO","ARRUADO SOPRADOR DUPLO DE CAFÉ","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650666","15","0","","","","","","","","","","","","","","","","","","","MAQUINAS AGRICOLAS JACTO","PULVERIZADOR AGRICOLA ADVANCE 2000","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650667","15","0","","","","","","","","","","","","","","","","","","","MINAMI IND APARELHOS P/LAVOURA","ADUBADEIRA PARA CANTEIRO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650668","15","0","","","","","","","","","","","","","","","","","","","IND AGRO MECANICA PINHEIRO","VAGÃO FORRAGEIRO VP-4 COM PNEUS","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650669","15","0","","","","","","","","","","","","","","","","","","","VALTRA","TRATOR BH180","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650670","15","0","","","","","","","","","","","","","","","","","","","METALURGICA FALLGATTER LTDA","69044-LAMINA FRONTAL GREEN SYSTEM AF2196G","IMPLEMENTOS JD","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650671","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 7715 JOHN DEERE","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650672","15","0","","","","","","","","","","","","","","","","","","","MASSEY FERGUSON","TRATOR AGRICOLA MF4265","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650673","15","0","","","","","","","","","","","","","","","","","","","VALTRA","TRATOR AGRICOLA A73F 4X4 CABINE 12+8","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650674","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","GRADE TUBARAO CONTROLE REMOTO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650675","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","KIT COMPUTADOR DE BORDO - CBA 3200WG","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650676","15","0","","","","","","","","","","","","","","","","","","","JOST AGRICULTURE & CONSTRUCTIO","CARREGADEIRA FRONTAL 562S L_JOY","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650677","15","0","","","","","","","","","","","","","","","","","","","VALMET","TRATOR VALMET 685 4X2 FRUTEIRO","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650678","15","0","","","","","","","","","","","","","","","","","","","INDUSTRIAS REUNIDAS COLOMBO","CONJUNTO COLHEITA DIRETA SOJA MOLINETE MC III","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650679","15","0","","","","","","","","","","","","","","","","","","","FABRICA DE MAQUINAS COPLING","TURBO PULVERIZADOR","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650680","15","0","","","","","","","","","","","","","","","","","","","REALMAQ MAQUINAS AGRICOLAS","VAGAO FORRAGEIRO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650681","15","0","","","","","","","","","","","","","","","","","","","MAQUINAS AGRICOLAS JACTO","PULVERIZADOR AGRICOLA TURBO ATOMIZADOR","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650682","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA S670 GRAOS  JOHN","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650683","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","GATOR XUV855M S4","GATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650684","15","0","","","","","","","","","","","","","","","","","","","NB MAQUINAS LTDA","COLHEDORA DE FORRAGENS JF C120","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650685","15","0","","","","","","","","","","","","","","","","","","","MAQUINAS AGRICOLAS JACTO","PULVERIZADOR FALCON AM14/VORTEX JACTO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650686","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PLATAFORMA DE CORTE JOHN DEERE RIGIDA DE 14 A 22 PÉS","PLATAFORMA CORTE","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650687","15","0","","","","","","","","","","","","","","","","","","","MASSEY FERGUSON","TRATOR AGRICOLA MSF 265","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650688","15","0","","","","","","","","","","","","","","","","","","","BALDAN IMPLEMENTOS AGRICOLAS","GRADE CONTROLE REMOTO SUPER GOLFINHO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650689","15","0","","","","","","","","","","","","","","","","","","","DMB MAQUINAS E IMPLEM AGRICOLA","ADUBADOR 2 LINHAS - C/ 2 ADUBADEIRAS R.S.F.","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650690","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","PLATAFORMA DE CORTE 635F","PLATAFORMA CORTE","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650691","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","COLHEITADEIRA JOH DEERE S440","COLHEITADEIRA","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650692","15","0","","","","","","","","","","","","","","","","","","","INDUSTRIAS REUNIDAS COLOMBO","RECOLHEDORA TRILHADORA DE AMENDOIM","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650693","15","0","","","","","","","","","","","","","","","","","","","PICCIN MAQUINAS AGRICOLAS","GUINCHO AGRICOLA HIDRAULICO GIRATORIO GAHG-RO 2000 BR","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650694","15","0","","","","","","","","","","","","","","","","","","","SANTA IZABEL AGRO INDUSTRIA","REBOQUE AUTODESCARREGÁVEL USO AGRÍCOLA","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650695","15","0","","","","","","","","","","","","","","","","","","","FORD MOTOR COMPANY BRASIL LTDA","TRATOR FORD 5630","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650696","15","0","","","","","","","","","","","","","","","","","","","INDUTAR TECNO METAL LTDA","PLAINA NIVELADORA NIVELLA 585","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650697","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","RECEPTOR STARFIRE 6000","AMS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650698","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 8320R (MAR-I)","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650699","15","0","","","","","","","","","","","","","","","","","","","IMPLEMENTOS AGRICOLAS J.Z LTDA","GUINCHO TRASEIRO AJUSTÁVEL","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650700","15","0","","","","","","","","","","","","","","","","","","","KO MAQUINAS AGRICOLAS LTDA","PULVERIZADOR AGRÍCOLA PV1020","IMPLEMENTOS JD","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650701","15","0","","","","","","","","","","","","","","","","","","","MENTA MAQUINAS AGRICOLAS LTDA","COLHED.FORRAG. PREMIUM","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650702","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","ROCADEIRA RC2 2600 CL","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650703","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR JOHN DEERE 5080EN","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650704","15","0","","","","","","","","","","","","","","","","","","","JOHN DEERE BRASIL LTDA.","TRATOR 6210J (MAR-I)","TRATOR","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650705","15","0","","","","","","","","","","","","","","","","","","","MASSEY FERGUSON","TRATOR MASSEY 4292","USADOS","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650706","15","0","","","","","","","","","","","","","","","","","","","NB MAQUINAS LTDA","PLATAFORMA JF1000","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650707","15","0","","","","","","","","","","","","","","","","","","","MARCHESAN IMPL E MAQ AGRIC TAT","SUBSOLADOR MEDIO DE ARRASTO","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
"650708","15","0","","","","","","","","","","","","","","","","","","","MAQUINAS AGRICOLAS JACTO","PLANTADEIRA 10 LINHAS","IMPLEMENTOS OM","","","","","","","","27/07/2026 07:00:04","Import","","","","","","","","","",""
