"Origem","Tabela","ChaveN1","ChaveN2","ChaveStr","ChaveLocalN1","ChaveLocalN2","ChaveLocalStr","DtaAlteracao","IndMudanca"
"IMPORTAÇÃO","IV_ACAOAUTO","2332","0","x","6153","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2333","0","x","6154","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2334","0","x","6155","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2335","0","x","6156","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2336","0","x","6157","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2337","0","x","6158","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2338","0","x","6159","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2339","0","x","6160","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2340","0","x","6161","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2341","0","x","6162","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2342","0","x","6163","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2343","0","x","6164","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2344","0","x","6165","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2345","0","x","6166","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2346","0","x","6167","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2401","0","x","6168","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2402","0","x","6169","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2403","0","x","6170","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2404","0","x","6171","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2405","0","x","6172","0","x","22/11/2024 14:10:13","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2406","0","x","6173","0","x","22/11/2024 14:10:14","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2413","0","x","6174","0","x","22/11/2024 14:10:14","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2414","0","x","6175","0","x","22/11/2024 14:10:14","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2415","0","x","6176","0","x","22/11/2024 14:10:14","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2416","0","x","6177","0","x","22/11/2024 14:10:14","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2417","0","x","6178","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2418","0","x","6179","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2547","0","x","6180","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2548","0","x","6181","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2549","0","x","6182","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2550","0","x","6183","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2551","0","x","6184","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2552","0","x","6185","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2643","0","x","6186","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2644","0","x","6187","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2645","0","x","6188","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2646","0","x","6189","0","x","22/11/2024 14:10:16","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2647","0","x","6190","0","x","22/11/2024 14:10:17","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2648","0","x","6191","0","x","22/11/2024 14:10:17","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2649","0","x","6192","0","x","22/11/2024 14:10:17","1"
"IMPORTAÇÃO","IV_ACAOAUTO","2650","0","x","6193","0","x","22/11/2024 14:10:17","1"
"IMPORTAÇÃO","IV_CODPROCESSO","36","0","x","47","0","x","22/11/2024 14:09:53","1"
"IMPORTAÇÃO","IV_FORMULARIO","3045","0","x","118","0","x","22/11/2024 14:09:53","1"
"IMPORTAÇÃO","IV_FORMULARIO","3046","0","x","119","0","x","22/11/2024 14:09:53","1"
"IMPORTAÇÃO","IV_FORMULARIO","3047","0","x","120","0","x","22/11/2024 14:09:53","1"
"IMPORTAÇÃO","IV_RESULTADO","1040","0","x","2958","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","1041","0","x","2963","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","1042","0","x","2984","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","1044","0","x","2985","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","1045","0","x","2960","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","1046","0","x","2961","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","1049","0","x","2965","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","1050","0","x","2971","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","1051","0","x","2972","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","1052","0","x","2973","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","1053","0","x","2974","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","1054","0","x","2975","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","1062","0","x","2989","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","1089","0","x","2990","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","1091","0","x","3001","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1164","0","x","3004","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1165","0","x","2995","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1166","0","x","2996","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1167","0","x","2997","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1200","0","x","2998","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1281","0","x","3002","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1282","0","x","3007","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1283","0","x","3003","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","1284","0","x","3006","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","940516","0","x","2983","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940524","0","x","2999","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","940525","0","x","3010","0","x","22/11/2024 14:10:04","1"
"IMPORTAÇÃO","IV_RESULTADO","940526","0","x","3000","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","940527","0","x","2994","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","940528","0","x","2921","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940529","0","x","3005","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","940530","0","x","3008","0","x","22/11/2024 14:10:03","1"
"IMPORTAÇÃO","IV_RESULTADO","940531","0","x","2922","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940532","0","x","2962","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940533","0","x","3011","0","x","22/11/2024 14:10:04","1"
"IMPORTAÇÃO","IV_RESULTADO","940534","0","x","3009","0","x","22/11/2024 14:10:04","1"
"IMPORTAÇÃO","IV_RESULTADO","940535","0","x","2993","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940536","0","x","2907","0","x","22/11/2024 14:09:56","1"
"IMPORTAÇÃO","IV_RESULTADO","940537","0","x","2924","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940538","0","x","2908","0","x","22/11/2024 14:09:56","1"
"IMPORTAÇÃO","IV_RESULTADO","940539","0","x","2959","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940540","0","x","2923","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940541","0","x","2953","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940542","0","x","2954","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940543","0","x","2951","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940544","0","x","2956","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940545","0","x","2955","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940546","0","x","2925","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940547","0","x","2931","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940548","0","x","2909","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940549","0","x","2929","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940550","0","x","2930","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940551","0","x","2988","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940552","0","x","2987","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940553","0","x","2986","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940554","0","x","2978","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940555","0","x","2910","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940556","0","x","2979","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940557","0","x","2911","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940558","0","x","2964","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940559","0","x","2912","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940560","0","x","2966","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940561","0","x","2913","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940562","0","x","2926","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940563","0","x","2914","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940564","0","x","2967","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940565","0","x","2968","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940566","0","x","2915","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940567","0","x","2927","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940568","0","x","2916","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940569","0","x","2969","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940570","0","x","2928","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940571","0","x","2991","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940572","0","x","2970","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940573","0","x","2917","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940574","0","x","2932","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940575","0","x","2976","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940576","0","x","2933","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940577","0","x","2992","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940578","0","x","2935","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940579","0","x","2936","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940580","0","x","2977","0","x","22/11/2024 14:10:01","1"
"IMPORTAÇÃO","IV_RESULTADO","940581","0","x","2937","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940582","0","x","2934","0","x","22/11/2024 14:09:58","1"
"IMPORTAÇÃO","IV_RESULTADO","940583","0","x","2918","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940584","0","x","2980","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940585","0","x","2938","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940586","0","x","2957","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940587","0","x","2982","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940588","0","x","2939","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940589","0","x","2919","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940590","0","x","2981","0","x","22/11/2024 14:10:02","1"
"IMPORTAÇÃO","IV_RESULTADO","940591","0","x","2940","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940592","0","x","2941","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940593","0","x","2920","0","x","22/11/2024 14:09:57","1"
"IMPORTAÇÃO","IV_RESULTADO","940595","0","x","2942","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940596","0","x","2943","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940597","0","x","2944","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940598","0","x","2945","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940622","0","x","2946","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940623","0","x","2947","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940624","0","x","2948","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940625","0","x","2949","0","x","22/11/2024 14:09:59","1"
"IMPORTAÇÃO","IV_RESULTADO","940626","0","x","2950","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO","IV_RESULTADO","940627","0","x","2952","0","x","22/11/2024 14:10:00","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","23","0","x","207","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","24","0","x","208","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","25","0","x","209","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","26","0","x","210","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","27","0","x","211","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","30","0","x","212","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","32","0","x","213","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","GE_OBJDINAMICO","33","0","x","214","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","265","0","x","734","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","266","0","x","735","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","267","0","x","748","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","268","0","x","750","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","269","0","x","746","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","270","0","x","741","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","271","0","x","736","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","272","0","x","726","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","273","0","x","751","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","276","0","x","724","0","x","26/11/2024 09:28:32","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","277","0","x","725","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","278","0","x","729","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","279","0","x","754","0","x","26/11/2024 09:56:58","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","280","0","x","753","0","x","26/11/2024 09:56:58","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","281","0","x","730","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","282","0","x","756","0","x","26/11/2024 09:56:59","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","284","0","x","755","0","x","26/11/2024 09:56:58","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","286","0","x","727","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","287","0","x","728","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","288","0","x","737","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","289","0","x","740","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","290","0","x","744","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","291","0","x","739","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","300","0","x","745","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","301","0","x","732","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","302","0","x","731","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","303","0","x","738","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","304","0","x","752","0","x","26/11/2024 09:56:58","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","305","0","x","733","0","x","26/11/2024 09:28:33","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","306","0","x","747","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","307","0","x","749","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","308","0","x","743","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAO","309","0","x","742","0","x","26/11/2024 09:28:34","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2377","0","x","6279","0","x","26/11/2024 09:28:46","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2378","0","x","6280","0","x","26/11/2024 09:28:46","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2389","0","x","6281","0","x","26/11/2024 09:28:46","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2449","0","x","6282","0","x","26/11/2024 09:28:46","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2450","0","x","6283","0","x","26/11/2024 09:28:46","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2452","0","x","6284","0","x","26/11/2024 09:28:46","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2454","0","x","6285","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2463","0","x","6286","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2464","0","x","6324","0","x","26/11/2024 09:59:38","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2466","0","x","6287","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2467","0","x","6288","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2468","0","x","6289","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2470","0","x","6325","0","x","26/11/2024 09:59:38","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2495","0","x","6290","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2496","0","x","6291","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2505","0","x","6326","0","x","26/11/2024 09:59:43","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2506","0","x","6292","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2511","0","x","6293","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2512","0","x","6294","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2513","0","x","6295","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2514","0","x","6296","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2515","0","x","6297","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2516","0","x","6298","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2528","0","x","6299","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2593","0","x","6327","0","x","26/11/2024 09:59:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2594","0","x","6328","0","x","26/11/2024 09:59:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2595","0","x","6329","0","x","26/11/2024 09:59:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2596","0","x","6330","0","x","26/11/2024 09:59:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2601","0","x","6300","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2602","0","x","6301","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2603","0","x","6302","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2604","0","x","6303","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2605","0","x","6331","0","x","26/11/2024 09:59:52","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2606","0","x","6332","0","x","26/11/2024 09:59:52","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2607","0","x","6304","0","x","26/11/2024 09:28:47","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2608","0","x","6305","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2609","0","x","6333","0","x","26/11/2024 09:59:52","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2610","0","x","6334","0","x","26/11/2024 09:59:52","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2611","0","x","6335","0","x","26/11/2024 09:59:52","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2612","0","x","6336","0","x","26/11/2024 09:59:52","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2613","0","x","6337","0","x","26/11/2024 09:59:52","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2614","0","x","6306","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2615","0","x","6307","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2616","0","x","6308","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2617","0","x","6309","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2621","0","x","6310","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2622","0","x","6311","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2623","0","x","6312","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2624","0","x","6313","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2625","0","x","6314","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2626","0","x","6315","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2627","0","x","6316","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2628","0","x","6317","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2629","0","x","6318","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2630","0","x","6338","0","x","26/11/2024 09:59:53","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2631","0","x","6319","0","x","26/11/2024 09:28:48","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2632","0","x","6339","0","x","26/11/2024 09:59:53","1"
"IMPORTAÇÃO NOROESTE","IV_ACAOAUTO","2633","0","x","6320","0","x","26/11/2024 09:28:48","1"
