"SeqCons","Var","Ord","Descricao","Padrao","DepAnt","Instrucao","InstrSql","Lista","SQLCmd","Externa","TpDado","Tudo","LimLow","CorLow","LimHig","CorHig"
"5","DT1","1","Data inicial..:","Ontem (id)","0","","","","","0","","0","0,00","0","0,00","0"
"5","DT2","3","Data final..:","Ontem (fd)","0","","","","","0","","0","","","",""
"5","LS1","4","Empresa..:","","0","","SELECT NOMEREDUZIDO
FROM GE_EMPRESA
WHERE EMUSO = 1
ORDER BY NOMEREDUZIDO

","","","0","","1","0,00","0","0,00","0"
"5","LS2","5","Campanha..:","","0","","SELECT CAMPANHA 
FROM IV_CAMPANHA
WHERE EMUSO = 1
ORDER BY CAMPANHA

","","","0","","1","0,00","0","0,00","0"
"5","SN1","6","Listar Detalhe ?","0","0","","","","","0","","0","0,00","0","0,00","0"
"6","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"6","DT2","3","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"6","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"6","LS2","6","Visão","","0","","","Diária;Semanal;Mensal","","0","","0","","","",""
"6","LS3","10","Perfil dos clientes..:","","0","","SELECT LISTA
FROM IV_ATRIBLISTA
WHERE ATRIBUTO = 'PERFIL CLIENTE SERVIÇOS'
ORDER BY LISTA","FATURAMENTO ABAIXO DE 30 MIL","","0","","1","","","",""
"6","LS4","8","Tipo de avaliação..:","","0","","","Serviço;Máquina;Peça","","0","","1","","","",""
"6","SN1","4","Concluídas ?","1","0","","","","","0","","0","","","",""
"6","SN2","5","Produtivos ?","0","0","","","","","0","","0","","","",""
"6","SN3","9","Detalhar ?","0","0","","","","","0","","0","","","",""
"7","DT1","4","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"7","DT2","5","final..:","Hoje (fd)","0","","","","","0","","0","","","",""
"7","LS2","2","Grupo ou usuário..:","","0","","SELECT CODUSUARIO 
FROM GE_USUARIO 
ORDER BY TIPOUSUARIO , CODUSUARIO 
","","","0","","0","","","",""
"7","NR1","9","Dias para considerar atraso:","0","0","","","","","0","","0","","","",""
"7","OPT1","6","Qual ação.:","1","0","","SELECT ACA.DESCRICAO, ACA.ACAO
FROM IV_ACAO ACA
WHERE ACA.EMUSO = 'S'
ORDER BY ACA.DESCRICAO","","","0","","1","","","",""
"7","SN1","7","Detalhar ?","1","0","","","","","0","","0","","","",""
"7","SN2","8","Incluir Ação no resumo do vendedor","0","0","","","","","0","","0","","","",""
"7","SN3","3","Listar todas agendas abertas ?","0","0","Escolhendo essa opção, será descartado o período, e todas as agendas abertas serão impressas.","","","","0","","0","","","",""
"8","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"8","DT2","3","final..:","Hoje (fd)","0","","","","","0","","0","","","",""
"8","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"8","LS2","4","Produtivo..:","","0","","SELECT DISTINCT PRODUTIVO
FROM EXT_OSITEM
ORDER BY PRODUTIVO
","","","0","","1","","","",""
"9","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"9","DT2","3","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"9","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"9","LS2","4","Vendedor..:","","0","","SELECT DISTINCT VENDEDOR
FROM EXT_NFS
ORDER BY VENDEDOR","","","0","","1","","","",""
"10","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"10","DT2","3","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"10","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"10","LS2","4","Vendedor..:","","0","","SELECT DISTINCT VENDEDOR
FROM EXT_NFS
ORDER BY VENDEDOR
","","","0","","1","","","",""
"11","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"11","DT2","3","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"11","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"11","LS2","4","Tipo de aferiçao..:","Serviços","0","","","Peças;Serviços;Máquinas","","0","","0","","","",""
"11","LS3","5","Resultado Questionário..:","","0","","","Satisfeito;Insatisfeito;Indiferente","","0","","1","","","",""
"12","DT1","2","Primeiro Período, de:","Início do mês anterior","0","","","","","0","","0","","","",""
"12","DT2","5","até..:","Final deste mês (fd)","0","","","","","0","","0","","","",""
"12","DT3","4","Segundo Período..:","Início deste mês","0","","","","","0","","0","","","",""
"12","DT4","3","até..:","Final do mês anterior (fd)","0","","","","","0","","0","","","",""
"12","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"12","LS2","6","Vendedor..:","","0","","SELECT DISTINCT VENDEDOR
FROM EXT_NFS
ORDER BY VENDEDOR","","","0","","1","","","",""
"13","DT1","2","Primeiro período..:","Início do mês anterior","0","","","","","0","","0","","","",""
"13","DT2","5","até..:","Final deste mês (fd)","0","","","","","0","","0","","","",""
"13","DT3","4","Segundo período..:","Início deste mês","0","","","","","0","","0","","","",""
"13","DT4","3","até..:","Final do mês anterior (fd)","0","","","","","0","","0","","","",""
"13","LS1","1","Empresa,,:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"13","LS2","6","Produtivo..:","","0","","SELECT DISTINCT PRODUTIVO
FROM EXT_OSITEM
ORDER BY PRODUTIVO","","","0","","1","","","",""
"14","DT1","2","Primeiro Período..:","Início do mês anterior","0","","","","","0","","0","","","",""
"14","DT2","5","até..:","Final deste mês (fd)","0","","","","","0","","0","","","",""
"14","DT3","4","Segundo Período..:","Início deste mês","0","","","","","0","","0","","","",""
"14","DT4","3","até..:","Final do mês anterior (fd)","0","","","","","0","","0","","","",""
"14","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"14","LS2","6","Vendedor..:","","0","","SELECT DISTINCT VENDEDOR
FROM EXT_NFS
ORDER BY VENDEDOR","","","0","","1","","","",""
"16","DT1","2","Primeiro período..:","Início do mês anterior (id)","0","","","","","0","","0","","","",""
"16","DT2","3","até..:","Final do mês anterior (fd)","0","","","","","0","","0","","","",""
"16","DT3","4","Segundo período..:","Início deste mês (id)","0","","","","","0","","0","","","",""
"16","DT4","5","até..:","Final deste mês (fd)","0","","","","","0","","0","","","",""
"16","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO
","","","0","","1","","","",""
"16","LS2","6","Produtivo..:","","0","","SELECT DISTINCT PRODUTIVO
FROM EXT_OSITEM
ORDER BY PRODUTIVO","","","0","","1","","","",""
"16","LS3","7","Satisfação..:","","0","","","Satisfeito;Insatisfeito;Indiferente","","0","","1","","","",""
"17","DT1","2","Primeiro período..:","Início do mês anterior (id)","0","","","","","0","","0","","","",""
"17","DT2","3","até..:","Final do mês anterior (fd)","0","","","","","0","","0","","","",""
"17","DT3","4","Segundo período..:","Início deste mês (id)","0","","","","","0","","0","","","",""
"17","DT4","5","até..:","Final deste mês (fd)","0","","","","","0","","0","","","",""
"17","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO
","","","0","","1","","","",""
"17","LS2","6","Produtivo..:","","0","","SELECT DISTINCT VENDEDOR
FROM EXT_NFS
ORDER BY VENDEDOR","","","0","","1","","","",""
"17","LS3","7","Satisfação..:","","0","","","Satisfeito;Insatisfeito;Indiferente","","0","","1","","","",""
"19","DT1","2","Período inicial..:","Início do mês anterior (id)","0","","","","","0","","0","","","",""
"19","DT2","3","até..:","Final do mês anterior (fd)","0","","","","","0","","0","","","",""
"19","DT3","4","Segundo período..:","Início deste mês (id)","0","","","","","0","","0","","","",""
"19","DT4","5","até..:","Final deste mês (fd)","0","","","","","0","","0","","","",""
"19","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"19","LS2","6","Produtivo..:","","0","","SELECT DISTINCT VENDEDOR
FROM EXT_NFS
ORDER BY VENDEDOR","","","0","","1","","","",""
"19","LS3","7","Satisfação..:","","0","","","Satisfeito;Insatisfeito;Indiferente","","0","","1","","","",""
"29","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"29","DT2","3","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"29","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"30","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"30","DT2","3","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"30","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","1","","","",""
"31","DT1","2","Data inicial..:","Início deste mês","0","","","","","0","","0","","","",""
"31","DT2","3","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"31","LS1","1","Empresa..:","","0","","select","","","0","","1","","","",""
"37","DT1","11","Faturamento previsto entre","Início do ano anterior  (id)","0","","","","","0","","0","0,00","0","0,00","0"
"37","DT2","13","e","Final deste ano  (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"37","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"37","LS3","8","Família de produtos","","0","","SELECT DISTINCT ACV.TIPO_EQUIP1
FROM IV_Q$ACOMPANH_VENDA_JDE ACV
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"37","LS4","5","CEN","","0","","SELECT DISTINCT EQP.CodEquipe
FROM IV_EQUIPE EQP
ORDER BY 1
","","","0","","1","0,00","0","0,00","0"
"37","OPT1","9","Banco","1","0","","SELECT LITERAL1 , SEQPAR
FROM IV_GLOBALPAR
WHERE SEQGLBPAR = 9415
ORDER BY LITERAL1

","","","0","","1","0,00","0","0,00","0"
"37","SELX1","10","Status do processo","#NUM=0#LARG=0","0","","SELECT PST.STATUS, PST.STATUS
FROM IV_PROCST PST
WHERE PST.CODPROCESSO = 7
ORDER BY STATUSORDEM
","","","0","","0","","","",""
"43","DT1","1","Registro de insatisfação entre:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"43","DT2","2","e:","Final deste mês (fd)","0","","","","","0","","0","","","",""
"43","SN1","3","Imprimir detalhes:","0","0","","","","","0","","0","","","",""
"44","DT1","4","Data inicial..?","Início do mês anterior","0","","","","","0","","0","","","",""
"44","DT2","5","até..:","Final do mês anterior (fd)","0","","","","","0","","0","","","",""
"44","LS1","6","Detalhar ?","","0","","","Sim;Não","","0","","0","","","",""
"44","LS2","7","Grupo..:","","0","","SELECT CODUSUARIO
FROM GE_USUARIO
WHERE TIPOUSUARIO = 'G'
AND CODUSUARIO LIKE 'vend%'
ORDER BY CODUSUARIO","","","0","","1","","","",""
"44","LS3","9","Tipo da análise:","","0","","","Frota;Origem da receita","","0","","0","","","",""
"44","OPT1","8","Usuário,,:","1","1","","SELECT DISTINCT USU.CODUSUARIO , USU.SEQUSUARIO
FROM GE_USUARIO USU, GE_MEMBRO MEM
WHERE MEM.USUARIO = USU.SEQUSUARIO 
AND USU.TIPOUSUARIO = 'U'
AND ( :TUDO2 = 0 AND MEM.GRUPO IN
(SELECT SEQUSUARIO FROM GE_USUARIO WHERE CODUSUARIO = :LS2 )
OR ( :TUDO2 = 1 ) )
AND USU.NIVEL > 0
ORDER BY USU.CODUSUARIO","","","0","","1","","","",""
"46","OPT1","1","Carteira:","1","0","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
WHERE DPT.DEPTO = 'MAQ-NOVOS'
ORDER BY 1
","","","0","","0","0,00","0","0,00","0"
"51","DT1","2","Inclusão da pesquisa entre:","Início deste mês","0","","","","","0","","0","0,00","0","0,00","0"
"51","DT2","3","e:","Hoje  (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"51","LS1","1","Empresa..:","","0","","SELECT NOMEREDUZIDO FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO

","","","0","","1","0,00","0","0,00","0"
"57","DT1","3","Com agendas entre:","Hoje (id)","0","","","","","0","","0","0,00","0","0,00","0"
"57","DT2","4","e:","Final da semana que vem (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"57","LS1","1","Localizar cliente em:","","0","","","Agenda do Atendente;Carteira do Atendente","","0","","0","0,00","0","0,00","0"
"57","LS2","2","Atendente:","","0","","SELECT DISTINCT US.CODUSUARIO
FROM IVS_CARTEIRA CRT
JOIN GE_USUARIO US ON US.SEQUSUARIO = CRT.SEQUSRRESP
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"59","DT1","6","Data Inicial (visita/contato):","Início deste mês   (id)","0","","","","","0","","0","0,00","0","0,00","0"
"59","DT2","7","Data Final (visita/contato):","Final deste mês  (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"59","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"59","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"59","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
WHERE DPT.SEQDEPTO = 2
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"59","SELX1","4","Status das pessoas","#NUM=0#LARG=0","0","","SELECT 'Ativo', 'A' FROM DUAL
UNION
SELECT 'Prospect', 'P' FROM DUAL
UNION
SELECT 'Inativo', 'I' FROM DUAL
UNION
SELECT 'Falecido', 'F' FROM DUAL
UNION
SELECT 'Suspect', 'F' FROM DUAL
UNION
SELECT 'Outros', 'O' FROM DUAL","","","0","","0","","","",""
"59","SN1","8","Listar cada cliente","1","0","","","","","0","","0","0,00","0","0,00","0"
"59","SN2","9","Listar clientes do potencial Z","0","0","","","","","0","","0","0,00","0","0,00","0"
"60","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"60","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"60","LS3","4","Status:","","0","","","Ativo;Prospect;Inativo;Falecido;Outros","","0","","1","","","",""
"60","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
WHERE DPT.DEPTO = :LS1
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"60","SN1","5","Listar cada cliente","1","0","","","","","0","","0","0,00","0","0,00","0"
"60","SN2","6","Listar clientes do potencial Z","0","0","","","","","0","","0","0,00","0","0,00","0"
"61","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"61","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"61","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
WHERE DPT.DEPTO = :LS1
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"61","SN1","4","Listar cada cliente","1","0","","","","","0","","0","0,00","0","0,00","0"
"61","SN2","5","Listar clientes do potencial Z","0","0","","","","","0","","0","0,00","0","0,00","0"
"63","LS1","2","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"63","LS2","3","Carteira","","0","","SELECT CRT.CARTEIRA + ' - ' + USR.NOMEREDUZIDO 
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
WHERE DPT.DEPTO = 'MAQ-NOVOS'
ORDER BY 1


","","","0","","1","0,00","0","0,00","0"
"63","OPT1","5","Origens a listar","0","0","","SELECT DISTINCT REFERENCIA #vksSql_ConcatHifen CAMPO1, CAMPO1
FROM IV_CLIENTEPROPR CPR
WHERE CPR.SEQPROPRIEDADE = 9400
 AND CAMPO1 IS NOT NULL
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"63","SN1","6","Listar tipo das receitas detalhado","0","0","","","","","0","","0","0,00","0","0,00","0"
"63","SN2","7","Imprimir resumo por cidade x Ha/Qtde","0","0","","","","","0","","0","0,00","0","0,00","0"
"64","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"64","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"64","LS3","4","Status a listar:","","0","","","Ativos;Prospects","","0","","1","0,00","0","0,00","0"
"64","NR1","5","Qtde mínima de papéis para qualificação:","3","0","","","","","0","","0","0,00","0","0,00","0"
"64","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
WHERE DPT.DEPTO = :LS1
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"64","SN1","6","Listar cada cliente","1","0","","","","","0","","0","0,00","0","0,00","0"
"64","SN2","7","Listar clientes do potencial Z","0","0","","","","","0","","0","0,00","0","0,00","0"
"64","SN3","8","Imprimir gráfico por carteira","0","0","","","","","0","","0","0,00","0","0,00","0"
"65","DT1","3","Data de inclusão do serviço entre:","Início deste mês  (id)","0","","","","","0","","0","0,00","0","0,00","0"
"65","DT2","4","e:","Final deste mês (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"65","LS1","1","Empresa:","","0","","SELECT NOMEREDUZIDO
FROM GE_EMPRESA
 WHERE EMUSO = 1
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"65","SN1","5","Imprime gráfico:","0","0","","","","","0","","0","0,00","0","0,00","0"
"66","DT1","3","Solicitação do agendamento entre:","Início do mês anterior  (id)","0","","","","","0","","0","0,00","0","0,00","0"
"66","DT2","4","e:","Final do mês que vem (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"66","OPT1","2","Empresa(s):","1","0","","SELECT NOMEREDUZIDO #vksSql_ConcatHifen NROEMPRESA, NROEMPRESA
FROM GE_EMPRESA
 WHERE EMUSO = 1
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"66","SN1","5","Imprimir detalhes","1","0","","","","","0","","0","0,00","0","0,00","0"
"67","DT1","5","Solicitação da garantia gerada entre:","Início do mês anterior (id)","0","","","","","0","","0","0,00","0","0,00","0"
"67","DT2","6","e:","Final do mês que vem (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"67","LS2","4","Situação da garantia:","","0","","","Deferida;Indeferida;Parcial","","0","","1","0,00","0","0,00","0"
"67","OPT1","1","Empresa(s):","1","0","","SELECT NOMEREDUZIDO #vksSql_ConcatHifen NROEMPRESA, NROEMPRESA
FROM GE_EMPRESA
 WHERE EMUSO = 1
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"67","SN1","7","Imprimir detalhes:","0","0","","","","","0","","0","0,00","0","0,00","0"
"68","DT1","2","Data de inclusão do serviço entre:","Início deste mês (id)","0","","","","","0","","0","0,00","0","0,00","0"
"68","DT2","3","e:","Final deste mês (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"68","LS1","1","Empresa:","","0","","SELECT NOMEREDUZIDO
 FROM GE_EMPRESA
WHERE EMUSO = 1
ORDER BY NOMEREDUZIDO

","","","0","","1","0,00","0","0,00","0"
"68","SN1","5","Imprimir detalhes de cada processo:","1","0","","","","","0","","0","0,00","0","0,00","0"
"68","SN2","4","Apenas processos encerrados:","0","0","","","","","0","","0","0,00","0","0,00","0"
"69","DT1","4","Solicitação do agendamento entre:","Início do mês anterior  (id)","0","","","","","0","","0","0,00","0","0,00","0"
"69","DT2","5","e:","Final do mês que vem (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"69","LS1","3","Resultado","","0","","SELECT DISTINCT DESCRICAO
 FROM IV_RESULTADO
WHERE EMUSO = 'S'
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"69","OPT1","2","Empresa(s):","1","0","","SELECT NOMEREDUZIDO #vksSql_ConcatHifen NROEMPRESA, NROEMPRESA
FROM GE_EMPRESA
 WHERE EMUSO = 1
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"69","SN1","6","Lista detalhes:","1","0","","","","","0","","0","0,00","0","0,00","0"
"70","DT1","10","Data Inicial","Início deste mês (id)","0","","","","","0","","0","0,00","0","0,00","0"
"70","DT2","11","Data Final","Hoje (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"70","OPT1","12","Carteira","1","0","","SELECT CAR.CARTEIRA, CAR.SEQCARTEIRA
FROM IVS_CARTDEPTO CDEP
INNER JOIN IVS_CARTEIRA CAR ON CAR.SEQCARTEIRA = CDEP.SEQCARTEIRA
WHERE CDEP.SEQDEPTO = 2
ORDER BY CAR.CARTEIRA

","","","0","","1","0,00","0","0,00","0"
"70","SN1","13","Imprime detalhes dos clientes?","1","0","","","","","0","","0","0,00","0","0,00","0"
"70","SN2","14","Mostra clientes sem contato?","0","0","","","","","0","","0","0,00","0","0,00","0"
"71","DT1","5","Faturamento previsto entre:","Início do ano anterior (id)","0","","","","","0","","0","0,00","0","0,00","0"
"71","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","0,00","0","0,00","0"
"71","LS1","3","Família de produtos","","0","","SELECT DISTINCT ACV.TIPO_EQUIP1
FROM IV_Q$ACOMPANH_VENDA_JDE ACV
ORDER BY 1
","","","0","","1","0,00","0","0,00","0"
"71","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"71","NR1","7","Dias alertar andamento parados","15","0","Andamentos há mais desta qtde de dias, irá alertar com um indicador.","","","","0","","0","0,00","0","0,00","0"
"71","OPT1","4","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE DPT.SEQDEPTO = 2
 AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"71","SN2","9","Resumo por modelo, data e prob.crédito","0","0","","","","","0","","0","0,00","0","0,00","0"
"71","SN3","10","Resumo por modelo e data","1","0","","","","","0","","0","0,00","0","0,00","0"
"72","DT1","4","Processos incluídos entre:","Início do mês anterior (id)","0","","","","","0","","0","0,00","0","0,00","0"
"72","DT2","5","e:","Final do mês anterior (fd)","0","","","","","0","","0","0,00","0","0,00","0"
