"SeqCons","Var","Ord","Descricao","Padrao","DepAnt","Instrucao","InstrSql","Lista","SQLCmd","Externa","TpDado","Tudo","LimLow","CorLow","LimHig","CorHig"
"147","LS3","1","Tipo de Processo:","","0","","select descricao, codprocesso
from iv_codprocesso
where codprocesso in (41)","","","0","","0","","","",""
"147","OPT1","4","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1","","","0","","0","","","",""
"147","SN1","7","Listar cada cliente","1","0","","","","","0","","0","","","",""
"147","SN2","8","Listar clientes do potencial Z","0","0","","","","","0","","0","","","",""
"148","LS1","1","Filial:","","0","","select nomereduzido 
from ge_empresa

order by nomereduzido","","","0","","1","","","",""
"148","LS2","2","Tipo de resultado:","","0","","select res.descricao from iv_procresultado pres
join iv_resultado res
on res.resultado = pres.resultado
where pres.codprocesso=45
and res.acao is null
order by 1","","","0","","1","","","",""
"149","DT1","3","Data Inicial:","Início do mês anterior","0","","","","","0","","0","","","",""
"149","DT2","4","Data Final:","Hoje (fd)","0","","","","","0","","0","","","",""
"149","LS1","5","Filial:","","0","","select nomereduzido from ge_empresa
order by nomereduzido
","","","0","","1","","","",""
"149","LS2","6","Tipo de Resultado:","","0","","select res.descricao from iv_procresultado pres
join iv_resultado res
on res.resultado = pres.resultado
 where pres.codprocesso=45
 and res.acao is null
 order by 1
","","","0","","1","","","",""
"149","LS3","7","Cnpj do Cliente:","","0","","select case when pes.fisicajuridica='J' then lpad(pes.nrocgccpf,12,0)||lpad(pes.digcgccpf,2,0) else lpad(pes.nrocgccpf,9,0)||lpad(pes.digcgccpf,2,0) end as cnpj_cpf from ge_pessoa pes
where exists(select 1 from iv_historico h join iv_resultado r on r.resultado=h.resultado where h.seqpessoa=pes.seqpessoa and h.resultado in(select resultado from iv_procresultado where codprocesso=45 ))
and nrocgccpf is not null
order by 1
","","","0","","1","","","",""
"149","LS4","8","Usuario Abertura:","","0","","select distinct codusuario from iv_historico where resultado in( select res.resultado from iv_procresultado pres
join iv_resultado res
on res.resultado = pres.resultado
 where pres.codprocesso=45
 and res.acao is null)
order by 1
","","","0","","1","","","",""
"150","DT1","9","Data Inicial:","Início do mês anterior","0","","","","","0","","0","","","",""
"150","DT2","10","Data Final:","Hoje (fd)","0","","","","","0","","0","","","",""
"150","LS1","11","Filial:","","0","","select nomereduzido from ge_empresa
order by nomereduzido","","","0","","1","","","",""
"150","LS2","12","Tipo de Resultado:","","0","","select res.descricao from iv_procresultado pres
join iv_resultado res
on res.resultado = pres.resultado
 where pres.codprocesso=45
 and res.acao is null
 order by 1","","","0","","1","","","",""
"150","LS3","13","Cnpj do Cliente:","","0","","select case when pes.fisicajuridica='J' then lpad(pes.nrocgccpf,12,0)||lpad(pes.digcgccpf,2,0) else lpad(pes.nrocgccpf,9,0)||lpad(pes.digcgccpf,2,0) end as cnpj_cpf from ge_pessoa pes
where exists(select 1 from iv_historico h join iv_resultado r on r.resultado=h.resultado where h.seqpessoa=pes.seqpessoa and h.resultado in(select resultado from iv_procresultado where codprocesso=45 ))
and nrocgccpf is not null
order by 1","","","0","","1","","","",""
"150","LS4","14","Usuario Abertura:","","0","","select distinct codusuario from iv_historico where resultado in( select res.resultado from iv_procresultado pres
join iv_resultado res
on res.resultado = pres.resultado
 where pres.codprocesso=45
 and res.acao is null)
order by 1","","","0","","1","","","",""
"151","DT1","5","Data do pedido entre:","Início do ano anterior  (id)","0","","","","","0","","0","","","",""
"151","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"151","LS1","3","Familia de Produtoss","","0","","SELECT DISTINCT VND.TIPO_DO_EQUIPAMENTO
FROM IV_Q$VENDA VND
ORDER BY 1","","","0","","1","","","",""
"151","LS2","1","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1","","","0","","1","","","",""
"151","LS3","4","Modelo do Equipamento","","1","","SELECT DISTINCT VND.MODELO_DO_EQUIPAMENT
FROM IV_Q$VENDA VND
WHERE VND.TIPO_DO_EQUIPAMENTO = :LS1
ORDER BY 1

","","","0","","1","","","",""
"151","NR1","7","Dias alertar andamento parados","15","0","Andamentos há mais desta qtde de dias, irá alertar com um indicador.","","","","0","","0","","","",""
"151","OPT1","2","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE DPT.SEQDEPTO IN ( 2, 10, 25 )
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1","","","0","","0","","","",""
"151","SN1","9","Listar pedidos faturados","1","0","","","","","0","","0","","","",""
"151","SN3","11","Resumo por modelo e data","1","0","","","","","0","","0","","","",""
"151","SN4","8","Somente processos em aberto:","0","0","","","","","0","","0","","","",""
"152","DT1","1","Data inicial:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"152","DT2","2","Data final:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"152","OPT1","3","Carteira:","1","0","","SELECT CAR.CARTEIRA + '-' + USU.CODUSUARIO , CAR.SEQCARTEIRA
FROM IVS_CARTDEPTO CDEP
INNER JOIN IVS_CARTEIRA CAR ON CAR.SEQCARTEIRA = CDEP.SEQCARTEIRA
JOIN GE_USUARIO USU ON USU.SEQUSUARIO = CAR.SEQUSRRESP
WHERE CDEP.SEQDEPTO = 3
ORDER BY CAR.CARTEIRA","","","0","","1","","","",""
"152","SN1","4","Imprimir detalhes:","1","0","","","","","0","","0","","","",""
"153","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"153","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"153","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1 OR DPT.SEQDEPTO = 1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","1","0,00","0","0,00","0"
"153","SN1","4","Listar cada cliente","1","0","","","","","0","","0","0,00","0","0,00","0"
"153","SN2","5","Listar clientes do potencial Z","1","0","","","","","0","","0","0,00","0","0,00","0"
"154","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE DPTO.SEQDEPTO = 2
ORDER BY 1
","","","0","","0","","","",""
"154","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NOMEREDUZIDO NOT IN ('FRANCA', 'COL EQUIPAM')
ORDER BY 1
","","","0","","1","","","",""
"154","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1 OR DPT.SEQDEPTO = 1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","1","","","",""
"155","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
ORDER BY 1

","","","0","","0","0,00","0","0,00","0"
"155","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"155","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1

","","","0","","1","0,00","0","0,00","0"
"155","SN1","4","Listar cada cliente","1","0","","","","","0","","0","0,00","0","0,00","0"
"155","SN2","5","Listar clientes do potencial Z","0","0","","","","","0","","0","0,00","0","0,00","0"
"157","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE DPTO.SEQDEPTO = 3
ORDER BY 1","","","0","","0","","","",""
"157","LS2","2","Empresas","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NOMEREDUZIDO NOT IN ('FRANCA', 'COL EQUIPAM')
ORDER BY 1","","","0","","1","","","",""
"157","OPT1","3","Carteiras","1","1","","SELECT CART.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CART.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CART ON CART.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CART.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CART.NROEMPRESA
WHERE (DPT.DEPTO = :LS1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1","","","0","","1","","","",""
"158","DT1","5","Processos incluídos entre:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"158","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"158","LS1","2","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
AND DPTO.SEQDEPTO IN (2)
ORDER BY 1","","","0","","0","","","",""
"158","LS2","3","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NROEMPRESA NOT IN('6' , '891')
ORDER BY 1","","","0","","1","","","",""
"158","LS3","1","Tipo de Processo:","","0","","select descricao, codprocesso
from iv_codprocesso
where codprocesso in (50)","","","0","","0","","","",""
"158","OPT1","4","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1","","","0","","0","","","",""
"158","SN1","7","Listar cada cliente","1","0","","","","","0","","0","","","",""
"159","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE DPTO.SEQDEPTO = 28
ORDER BY 1
","","","0","","0","","","",""
"159","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NOMEREDUZIDO NOT IN ('FRANCA', 'COL EQUIPAM')
ORDER BY 1","","","0","","1","","","",""
"159","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1","","","0","","1","","","",""
"160","DT1","1","Data de referencia..:","Início deste mês","0","","","","","0","","0","","","",""
"160","DT2","2","até..:","Hoje (fd)","0","","","","","0","","0","","","",""
"160","LS1","3","Empresa..:","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NOMEREDUZIDO NOT IN ('FRANCA', 'COL EQUIPAM')
ORDER BY 1","","","0","","1","","","",""
"160","LS2","4","CEN:","","1","","SELECT DISTINCT HST.VENDEDOR
FROM IV_HISTORICO HST
INNER JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = HST.NROEMPRESA
WHERE HST.VENDEDOR IS NOT NULL
 AND HST.RESULTADO IN (2549, 2550)
 AND EMP.NROEMPRESA = CASE :TUDO1 WHEN '1' THEN HST.NROEMPRESA 
 ELSE (SELECT NROEMPRESA FROM GE_EMPRESA WHERE NOMEREDUZIDO = :LS1) END
ORDER BY HST.VENDEDOR","","","0","","1","","","",""
"160","LS3","5","Resultado..:","","0","","","VENDA PERDIDA;VENDA PERDIDA SEM PARTICIPAÇÃO;DESISTIU DA COMPRA","","0","","1","","","",""
"162","DT1","2","DATA PEDIDO REALIZADO:","Início deste mês","0","","","","","0","","0","","","",""
"162","DT2","3","ATÉ:","Hoje","0","","","","","0","","0","","","",""
"162","LS1","5","Processo:","","1","","SELECT XA.NOMERAZAO + ' (' + CAST(XA.PROCESSO AS VARCHAR) + ' )' AS NOMEPROCESSO
FROM (
SELECT DISTINCT PES.NOMERAZAO, HIS.PROCESSO
FROM IV_HISTORICO HIS 
JOIN GE_PESSOA PES ON PES.SeqPessoa = HIS.SeqPessoa 
JOIN IV_Q$VENDA QQ ON QQ.PROCESSO = HIS.PROCESSO
JOIN GE_FIGURA FF ON FF.CODIGO = QQ.SEQQUESTIONARIO
WHERE HIS.Resultado = 2548 
 AND HIS.DtaRealizacao >= :DT1
 AND HIS.DtaRealizacao <= :DT2 
 AND HIS.NROEMPRESA = (SELECT NROEMPRESA FROM GE_EMPRESA WHERE NOMEREDUZIDO = :LS2)
 AND HIS.VENDEDOR = :LS3
) XA
ORDER BY XA.NOMERAZAO, XA.PROCESSO DESC
","","","0","","1","","","",""
"162","LS2","1","Empresa:","","0","","SELECT NOMEREDUZIDO, NROEMPRESA
FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","0","","","",""
"162","LS3","4","CEN:","","1","","SELECT DISTINCT VENDEDOR
FROM IV_HISTORICO HIS
JOIN IV_Q$VENDA QQ ON QQ.PROCESSO = HIS.PROCESSO
JOIN GE_FIGURA FF ON FF.CODIGO = QQ.SEQQUESTIONARIO
WHERE HIS.Resultado = 2548
 AND HIS.VENDEDOR IS NOT NULL AND HIS.VENDEDOR<>''
 AND HIS.DtaRealizacao >= :DT1
 AND HIS.DtaRealizacao <= :DT2 
 AND HIS.NROEMPRESA = (SELECT NROEMPRESA FROM GE_EMPRESA WHERE NOMEREDUZIDO = :LS2)
ORDER BY HIS.VENDEDOR
","","","0","","0","","","",""
"163","DT1","5","Data do pedido entre:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"163","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"163","LS1","3","Família de Produtos","","0","","SELECT DISTINCT VND.TIPO_DO_EQUIPAMENTO
FROM IV_Q$VENDA_EQUIPAMENTO VND
ORDER BY 1","","","0","","1","","","",""
"163","LS2","1","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NROEMPRESA NOT IN('6' , '891')
ORDER BY 1","","","0","","1","","","",""
"163","LS3","4","Modelo do Equipamento","","1","","SELECT DISTINCT VND.MODELO_DO_EQUIPAMENT
FROM IV_Q$VENDA_EQUIPAMENTO VND
WHERE VND.VENDA_TIPO_EQUIPAMEN = :LS1
ORDER BY 1","","","0","","1","","","",""
"163","NR1","7","Dias alertar andamento parados","15","0","Andamentos há mais desta qtde de dias, irá alertar com um indicador.","","","","0","","0","","","",""
"163","OPT1","2","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE DPT.SEQDEPTO IN ( 2, 10 ,25 )
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","0","","","",""
"163","SN1","9","Listar pedidos faturados","1","0","","","","","0","","0","","","",""
"163","SN2","10","Resumo por modelo e data","1","0","","","","","0","","0","","","",""
"163","SN3","8","Somente processos em aberto:","0","0","","","","","0","","0","","","",""
"164","DT1","5","Processos incluídos entre:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"164","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"164","LS1","2","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE EXISTS ( SELECT PES.SEQDEPTO FROM IVS_PES PES WHERE PES.SEQDEPTO = DPTO.SEQDEPTO )
AND DPTO.SEQDEPTO IN (2)
ORDER BY 1","","","0","","0","","","",""
"164","LS2","3","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NROEMPRESA NOT IN('6' , '891')
ORDER BY 1","","","0","","1","","","",""
"164","LS3","1","Tipo de Processo:","","0","","select descricao, codprocesso
from iv_codprocesso
where codprocesso in (50)","","","0","","0","","","",""
"164","OPT1","4","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1","","","0","","0","","","",""
"164","SN1","7","Listar cada cliente","1","0","","","","","0","","0","","","",""
"165","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE DPTO.SEQDEPTO = 3
ORDER BY 1","","","0","","0","","","",""
"165","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NOMEREDUZIDO NOT IN ('FRANCA', 'COL EQUIPAM')
ORDER BY 1
","","","0","","1","","","",""
"165","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1 OR DPT.SEQDEPTO = 3)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","1","","","",""
"166","LS1","1","Departamento","","0","","SELECT DPTO.DEPTO
FROM IVS_DEPTO DPTO
WHERE DPTO.SEQDEPTO = 5
ORDER BY 1","","","0","","0","","","",""
"166","LS2","2","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NOMEREDUZIDO NOT IN ('FRANCA', 'COL EQUIPAM')
ORDER BY 1
","","","0","","1","","","",""
"166","OPT1","3","Carteiras","1","1","","SELECT CRT.CARTEIRA #vksSql_ConcatHifen USR.NOMEREDUZIDO, CRT.SEQCARTEIRA
FROM IVS_DEPTO DPT
 JOIN IVS_CARTDEPTO CDP ON CDP.SEQDEPTO = DPT.SEQDEPTO
 JOIN IVS_CARTEIRA CRT ON CRT.SEQCARTEIRA = CDP.SEQCARTEIRA
 JOIN GE_USUARIO USR ON USR.SEQUSUARIO = CRT.SEQUSRRESP
 JOIN GE_EMPRESA EMP ON EMP.NROEMPRESA = CRT.NROEMPRESA
WHERE (DPT.DEPTO = :LS1 OR DPT.SEQDEPTO = 5)
AND ( EMP.NOMEREDUZIDO = :LS2 OR :TUDO2 = 1)
ORDER BY 1
","","","0","","1","","","",""
"167","DT1","2","DATA PEDIDO REALIZADO:","Início deste mês","0","","","","","0","","0","","","",""
"167","DT2","3","ATÉ:","Hoje","0","","","","","0","","0","","","",""
"167","LS1","5","Processo:","","1","","SELECT XA.NOMERAZAO + ' (' + CAST(XA.PROCESSO AS VARCHAR) + ' )' AS NOMEPROCESSO
FROM (
SELECT DISTINCT PES.NOMERAZAO, HIS.PROCESSO
FROM IV_HISTORICO HIS 
JOIN GE_PESSOA PES ON PES.SeqPessoa = HIS.SeqPessoa 
JOIN IV_Q$VENDA_EQUIPAMENTO QQ ON QQ.PROCESSO = HIS.PROCESSO
JOIN GE_FIGURA FF ON FF.CODIGO = QQ.SEQQUESTIONARIO
WHERE HIS.Resultado = 3231
 AND HIS.DtaRealizacao >= :DT1
 AND HIS.DtaRealizacao <= :DT2 
 AND HIS.NROEMPRESA = (SELECT NROEMPRESA FROM GE_EMPRESA WHERE NOMEREDUZIDO = :LS2)
 AND HIS.VENDEDOR = :LS3
) XA
ORDER BY XA.NOMERAZAO, XA.PROCESSO DESC
","","","0","","1","","","",""
"167","LS2","1","Empresa:","","0","","SELECT NOMEREDUZIDO, NROEMPRESA
FROM GE_EMPRESA
ORDER BY NOMEREDUZIDO","","","0","","0","","","",""
"167","LS3","4","CEN:","","1","","SELECT DISTINCT VENDEDOR
FROM IV_HISTORICO HIS
JOIN IV_Q$VENDA_EQUIPAMENTO QQ ON QQ.PROCESSO = HIS.PROCESSO
JOIN GE_FIGURA FF ON FF.CODIGO = QQ.SEQQUESTIONARIO
WHERE HIS.Resultado = 3231
 AND HIS.VENDEDOR IS NOT NULL AND HIS.VENDEDOR<>''
 AND HIS.DtaRealizacao >= :DT1
 AND HIS.DtaRealizacao <= :DT2 
 AND HIS.NROEMPRESA = (SELECT NROEMPRESA FROM GE_EMPRESA WHERE NOMEREDUZIDO = :LS2)
ORDER BY HIS.VENDEDOR
","","","0","","0","","","",""
"168","DT1","5","Data do pedido entre:","Início do ano anterior (id)","0","","","","","0","","0","","","",""
"168","DT2","6","e:","Final deste ano (fd)","0","","","","","0","","0","","","",""
"168","LS1","3","Família de Produtos","","0","","SELECT DISTINCT vnd.VENDA_TIPO_EQUIPAMEN
FROM IV_Q$VENDA_EQUIPAMENTO VND
ORDER BY 1","","","0","","1","","","",""
"168","LS2","1","Empresa","","0","","SELECT EMP.NOMEREDUZIDO
FROM GE_EMPRESA EMP
WHERE EXISTS ( SELECT 1 FROM IVS_CARTEIRA CRT WHERE CRT.NROEMPRESA = EMP.NROEMPRESA)
AND EMP.NROEMPRESA NOT IN('6' , '891')
ORDER BY 1","","","0","","1","","","",""
"168","LS3","4","Modelo do Equipamento","","1","","SELECT DISTINCT VND.VENDA_MODELO_EQUIPAM
FROM IV_Q$VENDA_EQUIPAMENTO VND
WHERE VND.VENDA_TIPO_EQUIPAMEN = :LS1
ORDER BY 1","","","0","","1","","","",""
