"CodModelo","ModoSimples","TipoObj","ChaveObj","PosLeft","PosTop","IndCor","Dados","IndMudanca"
"48","0","ACAO","745","1450","2088","6","","9"
"48","0","ACAO","746","650","2104","7","","9"
"48","0","ACAO","747","1450","4326","11","","9"
"48","0","ACAO","748","650","1572","6","","9"
"48","0","ACAO","749","1450","4910","12","","9"
"48","0","ACAO","750","1450","140","3","","9"
"48","0","ACAO","751","650","3822","11","","9"
"48","0","ACAO","752","1820","1773","-1","","9"
"48","0","ACAO","753","1020","4917","-1","","9"
"48","0","ACAO","754","1820","191","-1","","9"
"48","0","ACAO","755","1820","4377","-1","","9"
"48","0","ACAO","756","1020","3463","-1","","9"
"48","0","RES","3050","70","60","-1","","1"
"48","0","RES","3051","70","117","-1","","1"
"48","0","RES","3052","70","174","-1","","1"
"48","0","RES","3073","70","117","-1","","1"
"48","0","RES","3081","70","60","-1","","1"
"48","0","RES","3119","70","174","-1","","1"
"48","0","RES","3122","70","288","-1","","1"
"48","0","RES","3123","70","117","-1","","1"
"48","0","RES","3124","70","231","-1","","1"
"48","0","RES","3125","70","60","-1","","1"
"48","0","RES","3157","1150","2767","-1","","9"
"48","0","RES","3160","350","1437","-1","","9"
"48","0","RES","3161","350","2335","-1","","9"
"48","0","RES","3162","1150","2445","-1","","9"
"48","0","RES","3163","1150","5492","-1","","9"
"48","0","RES","3164","1150","5427","-1","","9"
"48","0","RES:DSI","3165","350","1969","-1","","9"
"48","0","RES:SERVIÇOS/PEÇAS","3165","350","3277","-1","","9"
"50","0","ACAO","63","12650","140","-1","","9"
"50","0","ACAO","104","2250","140","-1","","9"
"50","0","ACAO","272","2250","140","-1","","9"
"50","0","ACAO","312","2250","140","-1","","9"
"50","0","ACAO","377","2250","140","0","","1"
"50","0","ACAO","381","1450","140","-1","","9"
"50","0","ACAO","382","2250","140","-1","","9"
"50","0","ACAO","392","2250","140","-1","","9"
"50","0","ACAO","544","1450","140","-1","","9"
"50","0","ACAO","555","650","1142","-1","","9"
"50","0","ACAO","556","1450","140","-1","","9"
"50","0","ACAO","625","12650","140","1","","1"
"50","0","ACAO","695","1450","140","-1","","9"
"50","0","ACAO","704","16220","191","-1","","1"
"50","0","ACAO","706","1020","2141","-1","","1"
"50","0","ACAO","707","15850","140","2","","1"
"50","0","ACAO","711","1820","191","-1","","1"
"50","0","ACAO","735","1450","140","-1","","9"
"50","0","ACAO","767","650","140","0","","9"
"50","0","ACAO","768","2250","140","12","","9"
"50","0","ACAO","769","6250","140","1","","9"
"50","0","ACAO","771","6250","802","2","","9"
"50","0","ACAO","772","6250","1212","3","","9"
"50","0","ACAO","774","1020","1837","-1","","1"
"50","0","ACAO","800","15850","140","4","","9"
"50","0","ACAO","801","8650","140","5","","9"
"50","0","ACAO","804","650","1142","6","","9"
"50","0","ACAO","805","7050","506","7","","9"
"50","0","ACAO","806","6250","1710","8","","9"
"50","0","ACAO","807","15850","594","9","","9"
"50","0","ACAO","808","11850","140","10","","9"
"50","0","ACAO","809","9450","140","11","","9"
"50","0","ACAO","811","7050","784","12","","9"
"50","0","ACAO","812","650","1464","13","","9"
"50","0","ACAO","813","650","1786","14","","9"
"50","0","ACAO","814","12650","140","0","","9"
"50","0","ACAO","815","650","2090","1","","9"
"50","0","ACAO","816","650","2412","2","","9"
"50","0","ACAO","817","8650","690","3","","9"
"50","0","ACAO","818","15850","1136","4","","9"
"50","0","ACAO","819","15850","1458","5","","9"
"50","0","ACAO","820","650","2760","6","","9"
"50","0","ACAO","821","15850","1824","7","","9"
"50","0","ACAO","822","650","3082","8","","9"
"50","0","ACAO","823","1450","140","13","","9"
"50","0","ACAO","824","650","3448","9","","9"
"50","0","ACAO","825","7050","1282","10","","9"
"50","0","ACAO","826","9020","261","-1","","1"
"50","0","ACAO","827","1300","276","-1","","1"
"50","0","ACAO","841","2250","882","11","","9"
"50","0","ACAO","846","13450","140","12","","9"
"50","0","ACAO","848","650","3752","13","","9"
"50","0","ACAO","849","7050","1648","14","","9"
"50","0","ACAO","850","650","4074","0","","9"
"50","0","ACAO","851","650","4352","1","","9"
"50","0","ACAO","852","650","4806","2","","9"
"50","0","ACAO","853","650","5290","3","","9"
"50","0","ACAO","854","650","5568","4","","9"
"50","0","ACAO","855","650","5890","5","","1"
"50","0","ACAO","857","650","5890","5","","9"
"50","0","ACAO","858","1450","462","6","","9"
"50","0","ACAO","859","7050","140","14","","9"
"50","0","ACAO","860","1450","854","7","","9"
"50","0","ACAO","861","15850","2190","8","","9"
"50","0","ACAO","862","1450","1132","9","","9"
"50","0","ACAO","863","1450","1366","10","","9"
"50","0","ACAO","864","7050","1970","11","","1"
"50","0","ACAO","870","650","6282","12","","1"
"50","0","ACAO","892","1450","1732","13","","1"
"50","0","ACAO","893","1450","2010","14","","1"
"50","0","ACAO","894","15050","140","0","","1"
"50","0","ACAO","895","15050","506","1","","1"
"50","0","ACAO","897","1450","2358","2","","1"
"50","0","ACAO","898","15850","2468","3","","1"
"50","0","ACAO","899","12650","584","4","","1"
"50","0","ACAO","900","12650","906","5","","1"
"50","0","ACAO","940025","1020","611","-1","","1"
"50","0","RES","1175","70","870","-1","","1"
"50","0","RES","1278","70","187","-1","","1"
"50","0","RES","1586","1950","10","-1","","1"
"50","0","RES","1777","70","940","-1","","9"
"50","0","RES","2004","70","720","-1","","9"
"50","0","RES","2074","70","1067","-1","","9"
"50","0","RES","2352","1950","1370","-1","","1"
"50","0","RES","2487","70","130","-1","","1"
"50","0","RES","2529","12350","10","-1","","1"
"50","0","RES","2530","12350","70","-1","","1"
"50","0","RES","2548","6750","1147","-1","","1"
"50","0","RES","2555","350","10","-1","","1"
"50","0","RES","2583","1950","1500","-1","","1"
"50","0","RES","2612","70","1010","-1","","1"
"50","0","RES","2622","70","1067","-1","","1"
"50","0","RES","2650","70","1218","-1","","1"
"50","0","RES","3006","15550","10","-1","","1"
"50","0","RES","3501","70","1275","-1","","1"
"50","0","RES","3568","70","650","-1","","9"
"50","0","RES","3597","70","60","-1","","9"
"50","0","RES","3599","70","1332","-1","","1"
"50","0","RES","3636","70","1794","-1","","1"
"50","0","RES","3664","70","1851","-1","","1"
"50","0","RES","3777","70","1908","-1","","1"
"50","0","RES:Agricultura Precisão","1586","1950","1305","-1","","1"
"50","0","RES:AMS Produto","1648","1950","70","-1","","1"
"50","0","RES:Implemento","1586","1950","1110","-1","","1"
"50","0","RES:Máquina Agrícola","1586","1950","850","-1","","1"
"50","0","RES:Máquina Usada","1586","1950","525","-1","","1"
"50","0","RES:Máquina/Implemento","1648","1950","10","-1","","1"
"50","0","RES:Produto","3143","1950","1565","-1","","1"
"50","0","RES:Renegociável","3309","1950","1435","-1","","1"
"9408","0","ACAO","63","650","2288","10","","1"
"9408","0","ACAO","285","3850","120","-1","","1"
"9408","0","ACAO","334","650","1064","4","","1"
"9408","0","ACAO","335","650","1366","-1","","1"
"9408","0","ACAO","396","3850","120","-1","","1"
"9408","0","ACAO","940025","2250","1218","11","","1"
"9408","0","ACAO","940026","3850","120","12","","1"
"9408","0","ACAO","940027","650","1366","6","","1"
"9408","0","ACAO","940028","2250","630","8","","1"
"9408","0","ACAO","940029","3050","588","9","","1"
"9408","0","ACAO","940030","650","120","0","","1"
"9408","0","ACAO","940031","2250","120","2","","1"
"9408","0","ACAO","940032","3050","120","3","","1"
"9408","0","RES","4","70","60","-1","","1"
"9408","0","RES","53","70","117","-1","","1"
"9408","0","RES","54","70","416","-1","","1"
"9408","0","RES","127","70","187","-1","","1"
