Schema,Tabela,Coluna,Tipo,Anulavel,ChavePrimaria,ChaveEstrangeira,TabelaReferenciada,TamanhoMaximo,Precisao,Escala,Unicode,Unico
seguranca,Permissao,Descricao,nvarchar(200),nao,nao,nao,,200,,,sim,nao
seguranca,Permissao,Entidade,varchar(40),nao,nao,nao,,40,,,nao,nao
seguranca,Permissao,Id,int,nao,sim,nao,,,,,,nao
seguranca,Permissao,Verbo,varchar(20),nao,nao,nao,,20,,,nao,nao
seguranca,Usuario,AlteradoEm,datetime2(3),sim,nao,nao,,,3,,,nao
seguranca,Usuario,AlteradoPorId,bigint,sim,nao,nao,,,,,,nao
seguranca,Usuario,ChavePublica,uniqueidentifier,nao,nao,nao,,,,,,sim
seguranca,Usuario,CriadoEm,datetime2(3),nao,nao,nao,,,3,,,nao
seguranca,Usuario,CriadoPorId,bigint,nao,nao,nao,,,,,,nao
seguranca,Usuario,DesativadoEm,datetime2(3),sim,nao,nao,,,3,,,nao
seguranca,Usuario,Email,nvarchar(200),nao,nao,nao,,200,,,sim,nao
seguranca,Usuario,EmpresaId,int,nao,nao,sim,organizacao.Empresa,,,,,nao
seguranca,Usuario,EstaAtivo,bit,nao,nao,nao,,,,,,nao
seguranca,Usuario,ExcluidoEm,datetime2(3),sim,nao,nao,,,3,,,nao
seguranca,Usuario,GestorId,bigint,sim,nao,sim,seguranca.Usuario,,,,,nao
seguranca,Usuario,Id,bigint,nao,sim,nao,,,,,,nao
seguranca,Usuario,IdentidadeExterna,uniqueidentifier,nao,nao,nao,,,,,,sim
seguranca,Usuario,NomeCompleto,nvarchar(200),nao,nao,nao,,200,,,sim,nao
seguranca,Usuario,NomeExibicao,nvarchar(80),nao,nao,nao,,80,,,sim,nao
seguranca,Usuario,NomePrincipal,nvarchar(200),nao,nao,nao,,200,,,sim,sim
seguranca,Usuario,Papel,varchar(40),sim,nao,nao,,40,,,nao,nao
seguranca,Usuario,UltimoLoginEm,datetime2(3),sim,nao,nao,,,3,,,nao
seguranca,Usuario,Versao,rowversion,sim,nao,nao,,,,,,nao
seguranca,UsuarioConjuntoDePermissao,ConcedidoEm,datetime2(3),nao,nao,nao,,,3,,,nao
seguranca,UsuarioConjuntoDePermissao,ConcedidoPorId,bigint,nao,nao,nao,,,,,,nao
seguranca,UsuarioConjuntoDePermissao,ConjuntoPermissaoId,int,nao,nao,sim,seguranca.ConjuntoDePermissao,,,,,sim
seguranca,UsuarioConjuntoDePermissao,ExpiraEm,datetime2(3),sim,nao,nao,,,3,,,nao
seguranca,UsuarioConjuntoDePermissao,Id,bigint,nao,sim,nao,,,,,,nao
seguranca,UsuarioConjuntoDePermissao,UsuarioId,bigint,nao,nao,sim,seguranca.Usuario,,,,,sim
